word,presidente,year
senores,juan_peron,1974
senores,juan_peron,1974
dar,juan_peron,1974
lectura,juan_peron,1974
mensaje,juan_peron,1974
deseo,juan_peron,1974
presentar,juan_peron,1974
nombre,juan_peron,1974
poder,juan_peron,1974
ejecutivo,juan_peron,1974
mas,juan_peron,1974
profundo,juan_peron,1974
agradecimiento,juan_peron,1974
senores,juan_peron,1974
legisladores,juan_peron,1974
hecho,juan_peron,1974
posible,juan_peron,1974
aprobacion,juan_peron,1974
leyes,juan_peron,1974
absolutamente,juan_peron,1974
indispensables,juan_peron,1974
rendir,juan_peron,1974
honrenaje,juan_peron,1974
senores,juan_peron,1974
oposicién,juan_peron,1974
actitud,juan_peron,1974
altamente,juan_peron,1974
patridtica,juan_peron,1974
hecho,juan_peron,1974
oposicién,juan_peron,1974
desarrollado,juan_peron,1974
colaboracién,juan_peron,1974
permanente,juan_peron,1974
poder,juan_peron,1974
ejecutivo,juan_peron,1974
aprecia,juan_peron,1974
mas,juan_peron,1974
elevado,juan_peron,1974
valor,juan_peron,1974
aplausos,juan_peron,1974
bancas,juan_peron,1974
galerias,juan_peron,1974
in,juan_peron,1974
ocasiédn,juan_peron,1974
solemne,juan_peron,1974
ésta,juan_peron,1974
congreso,juan_peron,1974
reunido,juan_peron,1974
idéntica,juan_peron,1974
oportunidad,juan_peron,1974
exactamente,juan_peron,1974
afios,juan_peron,1974
dije,juan_peron,1974
pueblo,juan_peron,1974
argentino,juan_peron,1974
dirigiéndome,juan_peron,1974
legitimos,juan_peron,1974
representantes,juan_peron,1974
sentido,juan_peron,1974
cosa,juan_peron,1974
hombre,juan_peron,1974
humilde,juan_peron,1974
servicio,juan_peron,1974
causa,juan_peron,1974
grande,juan_peron,1974
aceptado,juan_peron,1974
destino,juan_peron,1974
decidid,juan_peron,1974
apoyo,juan_peron,1974
cordial,juan_peron,1974
pueblo,juan_peron,1974
conformaci6n,juan_peron,1974
doctrina,juan_peron,1974
pue,juan_peron,1974
den,juan_peron,1974
aceptar,juan_peron,1974
caracteres,juan_peron,1974
solucién,juan_peron,1974
universal,juan_peron,1974
aplicado,juan_peron,1974
solucién,juan_peron,1974
humana,juan_peron,1974
mayor,juan_peron,1974
parte,juan_peron,1974
problemas,juan_peron,1974
mundo,juan_peron,1974
tercera,juan_peron,1974
posicién,juan_peron,1974
filosdfica,juan_peron,1974
social,juan_peron,1974
econdémica,juan_peron,1974
politica,juan_peron,1974
constituy6,juan_peron,1974
primera,juan_peron,1974
etapa,juan_peron,1974
podria,juan_peron,1974
denominarse,juan_peron,1974
despersonalizacion,juan_peron,1974
propositos,juan_peron,1974
evolucién,juan_peron,1974
habia,juan_peron,1974
encarnado,juan_peron,1974
sentia,juan_peron,1974
tiempo,juan_peron,1974
vibrar,juan_peron,1974
revolucién,juan_peron,1974
total,juan_peron,1974
pueblo,juan_peron,1974
decidido,juan_peron,1974
expresé,juan_peron,1974
trabajadores,juan_peron,1974
diciembre,juan_peron,1974
quemarme,juan_peron,1974
llama,juan_peron,1974
épica,juan_peron,1974
sagrada,juan_peron,1974
alumbrar,juan_peron,1974
camino,juan_peron,1974
victorla,juan_peron,1974
doctrina,juan_peron,1974
adoptada,juan_peron,1974
trabajadores,juan_peron,1974
elegi,juan_peron,1974
semilla,juan_peron,1974
acabo,juan_peron,1974
expresar,juan_peron,1974
jellos,juan_peron,1974
hombres,juan_peron,1974
elegia,juan_peron,1974
humildes,juan_peron,1974
habia,juan_peron,1974
alcanzado,juan_peron,1974
comprender,juan_peron,1974
humildes,juan_peron,1974
podrian,juan_peron,1974
salvar,juan_peron,1974
humildes,juan_peron,1974
recuerdo,juan_peron,1974
despedi,juan_peron,1974
seeretaria,juan_peron,1974
trabajo,juan_peron,1974
previsién,juan_peron,1974
octubre,juan_peron,1974
entregué,juan_peron,1974
ideales,juan_peron,1974
diciendoles,juan_peron,1974
mas,juan_peron,1974
menos,juan_peron,1974
palabras,juan_peron,1974
vence,juan_peron,1974
