vot_parCodigo,vot_proCodigoProvincia,parDenominacion
0001,01,Mov. de Integración y Desarrollo             
0003,01,Unión Cívica Radical                         
0005,01,Partido Demócrata Cristiano                  
0014,01,Partido Obrero                               
0020,01,Unión de Centro Democrático                  
0022,01,Partido Humanista                            
0023,01,Unión Popular                                
0030,01,Partido Socialista Auténtico                 
0037,01,Mov. por la Dignidad y la Independencia      
0050,01,Partido Socialista                           
0051,01,Partido Popular de la Reconstrucción         
0052,01,Unión y Libertad                             
0053,01,Conf. Para que se Vayan Todos                
0131,01,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,01,Al. Frente Movimiento Popular                
0133,01,Al. Frente por la Lealtad                    
0134,01,Al. Afirm.para una Rep. Igualitaria          
0135,01,Al. Frente para la Victoria                  
0136,01,Al. Izquierda Unida                          
0137,01,Al. Tiempo de Cambios                        
0138,01,Al. Unidos o Dominados                       
0001,02,Mov. de Integración y Desarrollo             
0003,02,Unión Cívica Radical                         
0005,02,Partido Demócrata Cristiano                  
0014,02,Partido Obrero                               
0020,02,Unión de Centro Democrático                  
0022,02,Partido Humanista                            
0023,02,Unión Popular                                
0030,02,Partido Socialista Auténtico                 
0037,02,Mov. por la Dignidad y la Independencia      
0050,02,Partido Socialista                           
0051,02,Partido Popular de la Reconstrucción         
0052,02,Unión y Libertad                             
0053,02,Conf. Para que se Vayan Todos                
0131,02,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,02,Al. Frente Movimiento Popular                
0133,02,Al. Frente por la Lealtad                    
0134,02,Al. Afirm.para una Rep. Igualitaria          
0135,02,Al. Frente para la Victoria                  
0136,02,Al. Izquierda Unida                          
0137,02,Al. Tiempo de Cambios                        
0138,02,Al. Unidos o Dominados                       
0001,03,Mov. de Integración y Desarrollo             
0003,03,Unión Cívica Radical                         
0005,03,Partido Demócrata Cristiano                  
0014,03,Partido Obrero                               
0020,03,Unión de Centro Democrático                  
0022,03,Partido Humanista                            
0037,03,Mov. por la Dignidad y la Independencia      
0050,03,Partido Socialista                           
0051,03,Partido Popular de la Reconstrucción         
0131,03,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,03,Al. Frente Movimiento Popular                
0133,03,Al. Frente por la Lealtad                    
0134,03,Al. Afirm.para una Rep. Igualitaria          
0135,03,Al. Frente para la Victoria                  
0136,03,Al. Izquierda Unida                          
0137,03,Al. Tiempo de Cambios                        
0001,04,Mov. de Integración y Desarrollo             
0003,04,Unión Cívica Radical                         
0005,04,Partido Demócrata Cristiano                  
0014,04,Partido Obrero                               
0020,04,Unión de Centro Democrático                  
0022,04,Partido Humanista                            
0023,04,Unión Popular                                
0030,04,Partido Socialista Auténtico                 
0037,04,Mov. por la Dignidad y la Independencia      
0050,04,Partido Socialista                           
0051,04,Partido Popular de la Reconstrucción         
0052,04,Unión y Libertad                             
0053,04,Conf. Para que se Vayan Todos                
0131,04,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,04,Al. Frente Movimiento Popular                
0133,04,Al. Frente por la Lealtad                    
0134,04,Al. Afirm.para una Rep. Igualitaria          
0135,04,Al. Frente para la Victoria                  
0136,04,Al. Izquierda Unida                          
0137,04,Al. Tiempo de Cambios                        
0138,04,Al. Unidos o Dominados                       
0001,05,Mov. de Integración y Desarrollo             
0003,05,Unión Cívica Radical                         
0005,05,Partido Demócrata Cristiano                  
0014,05,Partido Obrero                               
0020,05,Unión de Centro Democrático                  
0022,05,Partido Humanista                            
0023,05,Unión Popular                                
0030,05,Partido Socialista Auténtico                 
0037,05,Mov. por la Dignidad y la Independencia      
0050,05,Partido Socialista                           
0051,05,Partido Popular de la Reconstrucción         
0052,05,Unión y Libertad                             
0053,05,Conf. Para que se Vayan Todos                
0131,05,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,05,Al. Frente Movimiento Popular                
0133,05,Al. Frente por la Lealtad                    
0134,05,Al. Afirm.para una Rep. Igualitaria          
0135,05,Al. Frente para la Victoria                  
0136,05,Al. Izquierda Unida                          
0137,05,Al. Tiempo de Cambios                        
0138,05,Al. Unidos o Dominados                       
0001,06,Mov. de Integración y Desarrollo             
0003,06,Unión Cívica Radical                         
0005,06,Partido Demócrata Cristiano                  
0014,06,Partido Obrero                               
0020,06,Unión de Centro Democrático                  
0022,06,Partido Humanista                            
0023,06,Unión Popular                                
0030,06,Partido Socialista Auténtico                 
0037,06,Mov. por la Dignidad y la Independencia      
0050,06,Partido Socialista                           
0051,06,Partido Popular de la Reconstrucción         
0052,06,Unión y Libertad                             
0053,06,Conf. Para que se Vayan Todos                
0131,06,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,06,Al. Frente Movimiento Popular                
0133,06,Al. Frente por la Lealtad                    
0134,06,Al. Afirm.para una Rep. Igualitaria          
0135,06,Al. Frente para la Victoria                  
0136,06,Al. Izquierda Unida                          
0137,06,Al. Tiempo de Cambios                        
0138,06,Al. Unidos o Dominados                       
0001,07,Mov. de Integración y Desarrollo             
0003,07,Unión Cívica Radical                         
0005,07,Partido Demócrata Cristiano                  
0014,07,Partido Obrero                               
0020,07,Unión de Centro Democrático                  
0022,07,Partido Humanista                            
0023,07,Unión Popular                                
0030,07,Partido Socialista Auténtico                 
0037,07,Mov. por la Dignidad y la Independencia      
0050,07,Partido Socialista                           
0051,07,Partido Popular de la Reconstrucción         
0052,07,Unión y Libertad                             
0053,07,Conf. Para que se Vayan Todos                
0131,07,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,07,Al. Frente Movimiento Popular                
0133,07,Al. Frente por la Lealtad                    
0134,07,Al. Afirm.para una Rep. Igualitaria          
0135,07,Al. Frente para la Victoria                  
0136,07,Al. Izquierda Unida                          
0137,07,Al. Tiempo de Cambios                        
0138,07,Al. Unidos o Dominados                       
0001,08,Mov. de Integración y Desarrollo             
0003,08,Unión Cívica Radical                         
0005,08,Partido Demócrata Cristiano                  
0014,08,Partido Obrero                               
0020,08,Unión de Centro Democrático                  
0022,08,Partido Humanista                            
0023,08,Unión Popular                                
0030,08,Partido Socialista Auténtico                 
0037,08,Mov. por la Dignidad y la Independencia      
0050,08,Partido Socialista                           
0051,08,Partido Popular de la Reconstrucción         
0052,08,Unión y Libertad                             
0053,08,Conf. Para que se Vayan Todos                
0131,08,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,08,Al. Frente Movimiento Popular                
0133,08,Al. Frente por la Lealtad                    
0134,08,Al. Afirm.para una Rep. Igualitaria          
0135,08,Al. Frente para la Victoria                  
0136,08,Al. Izquierda Unida                          
0137,08,Al. Tiempo de Cambios                        
0138,08,Al. Unidos o Dominados                       
0001,09,Mov. de Integración y Desarrollo             
0003,09,Unión Cívica Radical                         
0005,09,Partido Demócrata Cristiano                  
0014,09,Partido Obrero                               
0020,09,Unión de Centro Democrático                  
0022,09,Partido Humanista                            
0023,09,Unión Popular                                
0030,09,Partido Socialista Auténtico                 
0037,09,Mov. por la Dignidad y la Independencia      
0050,09,Partido Socialista                           
0051,09,Partido Popular de la Reconstrucción         
0052,09,Unión y Libertad                             
0053,09,Conf. Para que se Vayan Todos                
0131,09,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,09,Al. Frente Movimiento Popular                
0133,09,Al. Frente por la Lealtad                    
0134,09,Al. Afirm.para una Rep. Igualitaria          
0135,09,Al. Frente para la Victoria                  
0136,09,Al. Izquierda Unida                          
0137,09,Al. Tiempo de Cambios                        
0138,09,Al. Unidos o Dominados                       
0001,10,Mov. de Integración y Desarrollo             
0003,10,Unión Cívica Radical                         
0005,10,Partido Demócrata Cristiano                  
0014,10,Partido Obrero                               
0020,10,Unión de Centro Democrático                  
0022,10,Partido Humanista                            
0023,10,Unión Popular                                
0030,10,Partido Socialista Auténtico                 
0037,10,Mov. por la Dignidad y la Independencia      
0050,10,Partido Socialista                           
0051,10,Partido Popular de la Reconstrucción         
0052,10,Unión y Libertad                             
0053,10,Conf. Para que se Vayan Todos                
0131,10,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,10,Al. Frente Movimiento Popular                
0133,10,Al. Frente por la Lealtad                    
0134,10,Al. Afirm.para una Rep. Igualitaria          
0135,10,Al. Frente para la Victoria                  
0136,10,Al. Izquierda Unida                          
0137,10,Al. Tiempo de Cambios                        
0138,10,Al. Unidos o Dominados                       
0001,11,Mov. de Integración y Desarrollo             
0003,11,Unión Cívica Radical                         
0005,11,Partido Demócrata Cristiano                  
0014,11,Partido Obrero                               
0020,11,Unión de Centro Democrático                  
0022,11,Partido Humanista                            
0023,11,Unión Popular                                
0030,11,Partido Socialista Auténtico                 
0037,11,Mov. por la Dignidad y la Independencia      
0050,11,Partido Socialista                           
0051,11,Partido Popular de la Reconstrucción         
0052,11,Unión y Libertad                             
0053,11,Conf. Para que se Vayan Todos                
0131,11,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,11,Al. Frente Movimiento Popular                
0133,11,Al. Frente por la Lealtad                    
0134,11,Al. Afirm.para una Rep. Igualitaria          
0135,11,Al. Frente para la Victoria                  
0136,11,Al. Izquierda Unida                          
0137,11,Al. Tiempo de Cambios                        
0138,11,Al. Unidos o Dominados                       
0001,12,Mov. de Integración y Desarrollo             
0003,12,Unión Cívica Radical                         
0005,12,Partido Demócrata Cristiano                  
0014,12,Partido Obrero                               
0020,12,Unión de Centro Democrático                  
0022,12,Partido Humanista                            
0023,12,Unión Popular                                
0030,12,Partido Socialista Auténtico                 
0037,12,Mov. por la Dignidad y la Independencia      
0050,12,Partido Socialista                           
0051,12,Partido Popular de la Reconstrucción         
0052,12,Unión y Libertad                             
0053,12,Conf. Para que se Vayan Todos                
0131,12,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,12,Al. Frente Movimiento Popular                
0133,12,Al. Frente por la Lealtad                    
0134,12,Al. Afirm.para una Rep. Igualitaria          
0135,12,Al. Frente para la Victoria                  
0136,12,Al. Izquierda Unida                          
0137,12,Al. Tiempo de Cambios                        
0138,12,Al. Unidos o Dominados                       
0001,13,Mov. de Integración y Desarrollo             
0003,13,Unión Cívica Radical                         
0005,13,Partido Demócrata Cristiano                  
0014,13,Partido Obrero                               
0020,13,Unión de Centro Democrático                  
0022,13,Partido Humanista                            
0023,13,Unión Popular                                
0030,13,Partido Socialista Auténtico                 
0037,13,Mov. por la Dignidad y la Independencia      
0050,13,Partido Socialista                           
0051,13,Partido Popular de la Reconstrucción         
0052,13,Unión y Libertad                             
0053,13,Conf. Para que se Vayan Todos                
0131,13,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,13,Al. Frente Movimiento Popular                
0133,13,Al. Frente por la Lealtad                    
0134,13,Al. Afirm.para una Rep. Igualitaria          
0135,13,Al. Frente para la Victoria                  
0136,13,Al. Izquierda Unida                          
0137,13,Al. Tiempo de Cambios                        
0138,13,Al. Unidos o Dominados                       
0001,14,Mov. de Integración y Desarrollo             
0003,14,Unión Cívica Radical                         
0005,14,Partido Demócrata Cristiano                  
0014,14,Partido Obrero                               
0020,14,Unión de Centro Democrático                  
0022,14,Partido Humanista                            
0023,14,Unión Popular                                
0030,14,Partido Socialista Auténtico                 
0037,14,Mov. por la Dignidad y la Independencia      
0050,14,Partido Socialista                           
0051,14,Partido Popular de la Reconstrucción         
0052,14,Unión y Libertad                             
0053,14,Conf. Para que se Vayan Todos                
0131,14,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,14,Al. Frente Movimiento Popular                
0133,14,Al. Frente por la Lealtad                    
0134,14,Al. Afirm.para una Rep. Igualitaria          
0135,14,Al. Frente para la Victoria                  
0136,14,Al. Izquierda Unida                          
0137,14,Al. Tiempo de Cambios                        
0138,14,Al. Unidos o Dominados                       
0001,15,Mov. de Integración y Desarrollo             
0003,15,Unión Cívica Radical                         
0005,15,Partido Demócrata Cristiano                  
0014,15,Partido Obrero                               
0020,15,Unión de Centro Democrático                  
0022,15,Partido Humanista                            
0023,15,Unión Popular                                
0030,15,Partido Socialista Auténtico                 
0037,15,Mov. por la Dignidad y la Independencia      
0050,15,Partido Socialista                           
0051,15,Partido Popular de la Reconstrucción         
0052,15,Unión y Libertad                             
0053,15,Conf. Para que se Vayan Todos                
0131,15,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,15,Al. Frente Movimiento Popular                
0133,15,Al. Frente por la Lealtad                    
0134,15,Al. Afirm.para una Rep. Igualitaria          
0135,15,Al. Frente para la Victoria                  
0136,15,Al. Izquierda Unida                          
0137,15,Al. Tiempo de Cambios                        
0138,15,Al. Unidos o Dominados                       
0001,16,Mov. de Integración y Desarrollo             
0003,16,Unión Cívica Radical                         
0005,16,Partido Demócrata Cristiano                  
0014,16,Partido Obrero                               
0020,16,Unión de Centro Democrático                  
0022,16,Partido Humanista                            
0023,16,Unión Popular                                
0030,16,Partido Socialista Auténtico                 
0037,16,Mov. por la Dignidad y la Independencia      
0050,16,Partido Socialista                           
0051,16,Partido Popular de la Reconstrucción         
0052,16,Unión y Libertad                             
0053,16,Conf. Para que se Vayan Todos                
0131,16,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,16,Al. Frente Movimiento Popular                
0133,16,Al. Frente por la Lealtad                    
0134,16,Al. Afirm.para una Rep. Igualitaria          
0135,16,Al. Frente para la Victoria                  
0136,16,Al. Izquierda Unida                          
0137,16,Al. Tiempo de Cambios                        
0138,16,Al. Unidos o Dominados                       
0001,17,Mov. de Integración y Desarrollo             
0003,17,Unión Cívica Radical                         
0005,17,Partido Demócrata Cristiano                  
0014,17,Partido Obrero                               
0020,17,Unión de Centro Democrático                  
0022,17,Partido Humanista                            
0023,17,Unión Popular                                
0030,17,Partido Socialista Auténtico                 
0037,17,Mov. por la Dignidad y la Independencia      
0050,17,Partido Socialista                           
0051,17,Partido Popular de la Reconstrucción         
0052,17,Unión y Libertad                             
0053,17,Conf. Para que se Vayan Todos                
0131,17,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,17,Al. Frente Movimiento Popular                
0133,17,Al. Frente por la Lealtad                    
0134,17,Al. Afirm.para una Rep. Igualitaria          
0135,17,Al. Frente para la Victoria                  
0136,17,Al. Izquierda Unida                          
0137,17,Al. Tiempo de Cambios                        
0138,17,Al. Unidos o Dominados                       
0001,18,Mov. de Integración y Desarrollo             
0003,18,Unión Cívica Radical                         
0005,18,Partido Demócrata Cristiano                  
0014,18,Partido Obrero                               
0020,18,Unión de Centro Democrático                  
0022,18,Partido Humanista                            
0030,18,Partido Socialista Auténtico                 
0037,18,Mov. por la Dignidad y la Independencia      
0050,18,Partido Socialista                           
0051,18,Partido Popular de la Reconstrucción         
0052,18,Unión y Libertad                             
0053,18,Conf. Para que se Vayan Todos                
0131,18,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,18,Al. Frente Movimiento Popular                
0133,18,Al. Frente por la Lealtad                    
0134,18,Al. Afirm.para una Rep. Igualitaria          
0135,18,Al. Frente para la Victoria                  
0136,18,Al. Izquierda Unida                          
0137,18,Al. Tiempo de Cambios                        
0138,18,Al. Unidos o Dominados                       
0001,19,Mov. de Integración y Desarrollo             
0003,19,Unión Cívica Radical                         
0005,19,Partido Demócrata Cristiano                  
0014,19,Partido Obrero                               
0020,19,Unión de Centro Democrático                  
0022,19,Partido Humanista                            
0030,19,Partido Socialista Auténtico                 
0037,19,Mov. por la Dignidad y la Independencia      
0050,19,Partido Socialista                           
0051,19,Partido Popular de la Reconstrucción         
0052,19,Unión y Libertad                             
0053,19,Conf. Para que se Vayan Todos                
0131,19,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,19,Al. Frente Movimiento Popular                
0133,19,Al. Frente por la Lealtad                    
0134,19,Al. Afirm.para una Rep. Igualitaria          
0135,19,Al. Frente para la Victoria                  
0136,19,Al. Izquierda Unida                          
0137,19,Al. Tiempo de Cambios                        
0138,19,Al. Unidos o Dominados                       
0001,20,Mov. de Integración y Desarrollo             
0003,20,Unión Cívica Radical                         
0005,20,Partido Demócrata Cristiano                  
0014,20,Partido Obrero                               
0020,20,Unión de Centro Democrático                  
0022,20,Partido Humanista                            
0023,20,Unión Popular                                
0030,20,Partido Socialista Auténtico                 
0037,20,Mov. por la Dignidad y la Independencia      
0050,20,Partido Socialista                           
0051,20,Partido Popular de la Reconstrucción         
0052,20,Unión y Libertad                             
0053,20,Conf. Para que se Vayan Todos                
0131,20,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,20,Al. Frente Movimiento Popular                
0133,20,Al. Frente por la Lealtad                    
0134,20,Al. Afirm.para una Rep. Igualitaria          
0135,20,Al. Frente para la Victoria                  
0136,20,Al. Izquierda Unida                          
0137,20,Al. Tiempo de Cambios                        
0138,20,Al. Unidos o Dominados                       
0001,21,Mov. de Integración y Desarrollo             
0003,21,Unión Cívica Radical                         
0005,21,Partido Demócrata Cristiano                  
0014,21,Partido Obrero                               
0020,21,Unión de Centro Democrático                  
0022,21,Partido Humanista                            
0023,21,Unión Popular                                
0030,21,Partido Socialista Auténtico                 
0037,21,Mov. por la Dignidad y la Independencia      
0050,21,Partido Socialista                           
0051,21,Partido Popular de la Reconstrucción         
0052,21,Unión y Libertad                             
0053,21,Conf. Para que se Vayan Todos                
0131,21,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,21,Al. Frente Movimiento Popular                
