vot_parCodigo,vot_proCodigoProvincia,parDenominacion
0005,01,DEMOCRATA CRISTIANO                          
0014,01,OBRERO                                       
0037,01,MOV. P/ LA DIGNIDAD Y LA INDEPENDENCIA (MODIN
0038,01,MOV. SOCIALISTA DE LOS TRABAJADORES (MST)    
0050,01,SOCIALISTA                                   
0127,01,DEL CAMPO POPULAR                            
0131,01,PROYECTO SUR                                 
0133,01,JUBILADOS EN ACCION                          
0136,01,DE LA CIUDAD                                 
0137,01,AUTODETERMINACION Y LIBERTAD                 
0146,01,CONVERGENCIA SOCIALISTA                      
0149,01,CONSENSO PORTEÑO                             
0150,01,COMUNAL                                      
0151,01,COALICION INDEPENDIENTE FEDERAL              
0152,01,POPULAR DE LA RESTAURACION                   
0153,01,ASAMBL. DEL PUEB. P/ EL SOC. Y LA LIBERTAD   
0154,01,IDEAR                                        
0156,01,ENCUENTRO FEDERAL POR LA UNIDAD              
0157,01,INICIATIVA VERDE POR BUENOS AIRES            
0158,01,ALTERNATIVA SOCIAL                           
0507,01,AL. FRENTE ES POSIBLE                        
0545,01,PRO PROPUESTA REPUBLICANA                    
0548,01,AL. ACUERDO CIVICO Y SOCIAL                  
0549,01,AL. DIALOGO POR LA CIUDAD                    
0588,01,ENC. POP. P/ VICTORIA - FTE P/ LA VICTORIA   
0589,01,AL.FTE.IZQ.TRABAJ. ANTIC. Y SOC. PTS-MAS-IS  
0014,02,OBRERO                                       
0037,02,MOV. P/ LA DIGNIDAD Y LA INDEPENDENCIA (MODIN
0051,02,POPULAR DE LA RECONSTRUCCION                 
0100,02,UNION PRO                                    
0184,02,NUEVO ENCUENTRO                              
0185,02,AUTENTICO                                    
0186,02,MOV. POP. DE LA RECONQUISTA                  
0187,02,NUEVA UNION CIUDADANA                        
0188,02,VOLUNTAD P/INTEG. DESARR. AUTENTICO          
0189,02,P/ ACCION SOLIDARIA INDEP. BONAERENSE        
0190,02,CONCERTACION PLURAL                          
0191,02,MOV. FED. DE LOS JUBILADOS                   
0192,02,RENOVADOR DE BUENOS AIRES                    
0241,02,VECINALISTA DE INTEG. CIUDADANA              
0294,02,PTS - MAS - IZQUIERDA SOCIALISTA             
0295,02,MST-MIJD-NUEVA IZQUIERDA EN UNIDAD           
0531,02,FTE. ES POSIBLE                              
0533,02,FTE. JUSTICIALISTA PARA LA VICTORIA          
0546,02,ACUERDO CIVICO Y SOCIAL                      
0585,02,AL. CON VOS BUENOS AIRES                     
0014,03,OBRERO                                       
0036,03,AUTONOMISTA                                  
0501,03,AL. FTE. PARA LA VICTORIA                    
0504,03,AL. FTE. CATAMARCA FEDERAL                   
0523,03,AL. FTE. CIVICO Y SOCIAL                     
0537,03,AL. FTE. MOV. DE ACCION POPULAR              
0001,04,MOV. DE INTEGRACION Y DESARROLLO (MID)       
0002,04,JUSTICIALISTA                                
0003,04,UNION CIVICA RADICAL (UCR)                   
0005,04,DEMOCRATA CRISTIANO                          
0014,04,OBRERO                                       
0038,04,MOV. SOCIALISTA DE LOS TRABAJADORES (MST)    
0041,04,FTE. GRANDE                                  
0042,04,POLITICA ABIERTA P/ LA INTEGR. SOC. (PAIS)   
0048,04,RECREAR PARA EL CRECIMIENTO                  
0057,04,MOV. DE ACCION VECINAL                       
0128,04,DEMOCRATA                                    
0139,04,MOVIMIENTO PATRIOTICO                        
0141,04,NUEVO PAIS                                   
0142,04,PRIMERO LA GENTE                             
0144,04,MOV. DE UNIDAD POPULAR                       
0145,04,CONCENTRACION POPULAR                        
0147,04,FUERZA TRANSFORMADORA                        
0148,04,ENCUENTRO POR CORDOBA                        
0161,04,DE LA VICTORIA                               
0507,04,AL. FRENTE ES POSIBLE                        
0564,04,AL. FTE. CIVICO                              
0565,04,"AL. FTE. DE IZQ. Y LOS TRAB., ANTICAPIT. Y SO"
0566,04,"AL. FTE.P/LA VICT., P/LA EQUID. Y LA JUST.SOC"
0001,05,MOV. DE INTEGRACION Y DESARROLLO (MID)       
0002,05,JUSTICIALISTA                                
0003,05,UNION CIVICA RADICAL (UCR)                   
0005,05,DEMOCRATA CRISTIANO                          
0006,05,INTRANSIGENTE                                
0008,05,FEDERAL                                      
0009,05,DEMOCRATA PROGRESISTA                        
0012,05,COMUNISTA                                    
0019,05,CONSERVADOR POPULAR                          
0020,05,UNION DE CENTRO DEMOCRATICO (UCeDé)          
0033,05,NACIONALISTA CONSTITUCIONAL - UNIR           
0036,05,AUTONOMISTA                                  
0040,05,MOV. LIBRES DEL SUR                          
0044,05,ACCION POR LA REPUBLICA                      
0047,05,AFIRM. P/UNA REPUBLICA IGUALITARIA (ARI)     
0048,05,RECREAR PARA EL CRECIMIENTO                  
0050,05,SOCIALISTA                                   
0056,05,MOV. DE LAS PROV. UNIDAS                     
0120,05,POPULAR                                      
0289,05,LIBERAL                                      
0290,05,NUEVA DIRIGENCIA                             
0291,05,CRECER CON TODOS                             
0292,05,POR LA INTEGRIDAD                            
0293,05,DE TODOS                                     
0543,05,FTE. CORRENTINOS POR EL CAMBIO               
0545,05,PRO PROPUESTA REPUBLICANA                    
0586,05,FRENTE DE TODOS                              
0587,05,ENC. CORRIENTES - ACUERDO CIVICO Y SOCIAL    
0012,06,COMUNISTA                                    
0014,06,OBRERO                                       
0051,06,POPULAR DE LA RECONSTRUCCION                 
0118,06,VANGUARDIA SOCIAL                            
0506,06,AL. FTE. DE TODOS                            
0511,06,AL. PROYECTO SUR CHACO                       
0522,06,AL. FTE. CHACO MERECE MAS                    
0003,07,UNION CIVICA RADICAL (UCR)                   
0038,07,MOV. SOCIALISTA DE LOS TRABAJADORES (MST)    
0047,07,AFIRM. P/UNA REPUBLICA IGUALITARIA (ARI)     
0105,07,SOCIALISTA AUTENTICO DEL CHUBUT              
0109,07,ACCION CHUBUTENSE                            
0513,07,AL.FTE CIVICO POPULAR                        
0529,07,AL.FTE POR LA INTEGRACION                    
0038,08,MOV. SOCIALISTA DE LOS TRABAJADORES (MST)    
0050,08,SOCIALISTA                                   
0051,08,POPULAR DE LA RECONSTRUCCION                 
0116,08,UNIDAD FEDERALISTA                           
0121,08,VIVA ENTRE RIOS                              
0508,08,AL. FTE. JUSTICIALISTA ENTRERRIANO           
0536,08,AL. FTE. ACUERDO CIVICO Y SOCIAL             
0539,08,AL. FTE. SOCIAL Y POP. HUMANISTA Y COMUNISTA 
0555,08,AL. FTE. POPULAR DISIDENTE                   
0560,08,AL. FTE. UNION PRO                           
0501,09,AL. FTE. PARA LA VICTORIA                    
0548,09,AL. ACUERDO CIVICO Y SOCIAL                  
0014,10,OBRERO                                       
0038,10,MOV. SOCIALISTA DE LOS TRABAJADORES (MST)    
0045,10,DE LOS TRABAJADORES SOCIALISTAS (PTS)        
0501,10,AL. FTE. PARA LA VICTORIA                    
0536,10,AL. FTE. ACUERDO CIVICO Y SOCIAL             
0569,10,AL. FRENTE PRIMERO JUJUY                     
0570,10,AL. FRENTE PARA EL CAMBIO                    
0571,10,FTE. UNION POR JUJUY                         
0002,11,JUSTICIALISTA                                
0101,11,MOV. FEDERALISTA PAMPEANO                    
0126,11,PUEBLO UNIDO                                 
0135,11,PUEBLO NUEVO                                 
0507,11,AL. FRENTE ES POSIBLE                        
0521,11,AL. FTE. AMPLIO                              
0538,11,AL. FTE. PAMPEANO CIVICO Y SOCIAL (FREPAM)   
0061,12,IZQUIERDA SOCIALISTA                         
0111,12,POLITICO LEALTAD Y DIGNIDAD                  
0503,12,AL. ENCUENTRO POPULAR RIOJANO                
0532,12,FTE. JUSTICIALISTA DEL PUEBLO                
0542,12,FTE. CIVICO RIOJANO                          
0553,12,FTE. CIVICO Y SOCIAL                         
0556,12,AL. PROPUESTA PARA EL CAMBIO                 
0002,13,JUSTICIALISTA                                
0006,13,INTRANSIGENTE                                
0008,13,FEDERAL                                      
0014,13,OBRERO                                       
0038,13,MOV. SOCIALISTA DE LOS TRABAJADORES (MST)    
