codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0037,0047,0131,0132,0133,0134,0135,0136,0137,0267,0268,0272,0276
02,Adolfo Alsina,001,0001 ,0001,348,49,3,0,10,73,52,7,15,4,0,77,0,0,0,1
02,Adolfo Alsina,001,0001 ,0002,349,4,0,2,7,72,47,10,21,1,1,70,0,0,0,2
02,Adolfo Alsina,001,0001 ,0003,348,50,0,0,9,83,39,11,25,2,0,65,0,0,1,2
02,Adolfo Alsina,001,0001 ,0004,350,40,5,2,6,73,44,6,20,2,0,61,0,0,2,2
02,Adolfo Alsina,001,0001 ,0005,350,37,2,0,0,101,39,1,26,2,1,58,0,0,1,0
02,Adolfo Alsina,001,0001 ,0006,348,52,0,0,8,79,60,2,17,3,0,51,0,0,1,1
02,Adolfo Alsina,001,0001 ,0007,351,65,0,0,4,87,53,7,15,0,0,50,0,0,0,0
02,Adolfo Alsina,001,0001 ,0008,351,52,0,0,4,78,41,4,21,3,1,82,0,0,0,0
02,Adolfo Alsina,001,0001 ,0009,347,30,0,0,7,84,38,4,21,2,3,92,0,0,0,0
02,Adolfo Alsina,001,0001 ,0010,349,0,4,0,1,87,52,3,15,3,0,64,0,0,0,0
02,Adolfo Alsina,001,0001 ,0011,350,53,0,1,9,77,44,7,15,2,2,66,0,0,0,0
02,Adolfo Alsina,001,0001 ,0012,350,54,2,2,4,74,57,3,19,1,1,84,0,0,1,0
02,Adolfo Alsina,001,0001 ,0013,350,41,0,1,7,79,57,7,20,0,0,67,0,0,0,0
02,Adolfo Alsina,001,0001 ,0014,349,45,0,0,2,84,58,4,20,0,0,54,0,0,1,1
02,Adolfo Alsina,001,0001 ,0015,347,51,0,3,7,59,60,9,14,1,0,73,0,0,0,0
02,Adolfo Alsina,001,0001 ,0016,352,54,0,1,12,70,45,10,10,2,1,76,0,0,1,0
02,Adolfo Alsina,001,0001 ,0017,349,46,2,0,9,86,29,4,21,1,0,75,0,0,0,0
02,Adolfo Alsina,001,0001 ,0018,350,52,2,0,7,68,41,8,29,4,1,67,0,0,0,1
02,Adolfo Alsina,001,0001 ,0019,350,41,0,0,4,88,41,7,17,1,1,75,0,0,2,2
02,Adolfo Alsina,001,0001 ,0020,348,31,8,0,8,67,43,7,20,3,2,75,0,0,1,2
02,Adolfo Alsina,001,0001 ,0021,348,31,0,1,3,79,62,10,15,0,0,90,0,0,1,1
02,Adolfo Alsina,001,0001 ,0022,349,43,4,1,9,86,46,3,23,1,0,58,0,0,0,1
02,Adolfo Alsina,001,0001 ,0023,350,41,0,1,8,76,46,8,25,2,0,77,0,0,2,1
02,Adolfo Alsina,001,0001 ,0024,188,22,1,0,6,49,19,3,10,0,2,34,0,0,0,0
02,Adolfo Alsina,001,0001 ,0025,188,33,1,0,8,50,19,6,8,0,0,37,0,0,0,0
02,Adolfo Alsina,001,0002 ,0026,133,15,0,0,2,15,18,0,6,0,0,33,0,0,0,0
02,Adolfo Alsina,001,0003 ,0027,354,48,1,0,4,103,36,6,9,2,1,73,0,0,0,4
02,Adolfo Alsina,001,0003 ,0028,350,25,0,0,4,93,45,4,7,1,0,89,0,0,0,0
02,Adolfo Alsina,001,0003 ,0029,350,35,0,0,2,84,46,5,14,0,0,92,0,0,1,3
02,Adolfo Alsina,001,0003 ,0030,351,26,0,0,3,104,47,7,11,1,1,78,0,0,0,0
02,Adolfo Alsina,001,0003 ,0031,349,40,5,1,3,80,33,7,17,2,1,93,0,0,1,0
02,Adolfo Alsina,001,0003 ,0032,350,32,0,1,5,69,46,6,10,2,2,106,0,0,0,0
02,Adolfo Alsina,001,0003 ,0033,349,33,2,0,2,91,36,5,17,2,0,78,0,0,0,0
02,Adolfo Alsina,001,0003 ,0034,348,39,0,2,4,91,28,17,9,3,0,78,0,0,0,0
02,Adolfo Alsina,001,0003 ,0035,345,31,0,1,7,71,39,7,15,1,0,76,0,0,0,1
02,Adolfo Alsina,001,0004 ,0036,82,5,0,0,3,7,3,4,5,0,0,23,0,0,0,0
02,Adolfo Alsina,001,0005 ,0037,350,24,1,1,12,52,69,8,14,1,1,99,0,0,0,0
02,Adolfo Alsina,001,0005 ,0038,352,24,0,0,4,61,69,7,8,0,0,95,0,0,0,1
02,Adolfo Alsina,001,0005 ,0039,352,31,0,1,10,73,79,7,17,0,0,74,0,0,0,0
02,Adolfo Alsina,001,0005 ,0040,280,18,0,1,11,39,64,8,7,0,1,71,0,0,1,0
02,Adolfo Alsina,001,0006 ,0041,104,5,0,0,3,24,18,2,6,0,0,30,0,0,0,1
02,Adolfo Alsina,001,0007 ,0042,350,27,0,2,5,70,30,8,28,1,1,105,0,0,0,1
