codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0181,0183,0603
09,Formosa,001,0001 ,0001,344,49,5,69,3,2,133
09,Formosa,001,0001 ,0002,346,38,0,56,1,5,148
09,Formosa,001,0001 ,0003,345,57,0,62,3,2,138
09,Formosa,001,0001 ,0004,345,28,2,68,3,4,142
09,Formosa,001,0001 ,0005,343,35,3,65,0,2,152
09,Formosa,001,0001 ,0006,346,1,3,73,3,4,129
09,Formosa,001,0001 ,0007,345,40,0,70,0,4,121
09,Formosa,001,0001 ,0008,346,58,0,64,1,5,125
09,Formosa,001,0001 ,0009,345,16,1,108,5,2,112
09,Formosa,001,0001 ,0010,345,0,0,85,2,3,120
09,Formosa,001,0001 ,0011,346,47,1,68,2,5,132
09,Formosa,001,0001 ,0012,344,55,1,63,6,2,116
09,Formosa,001,0001 ,0013,344,50,0,64,3,2,146
09,Formosa,001,0001 ,0014,343,48,0,50,4,3,148
09,Formosa,001,0001 ,0015,343,41,0,69,2,5,131
09,Formosa,001,0001 ,0016,345,61,0,63,0,0,125
09,Formosa,001,0001 ,0017,341,36,0,63,2,0,134
09,Formosa,001,0001 ,0018,344,46,2,79,4,1,121
09,Formosa,001,0001 ,0019,344,34,0,64,1,3,144
09,Formosa,001,0001 ,0020,343,57,4,65,6,1,121
09,Formosa,001,0001 ,0021,342,42,0,73,6,2,148
09,Formosa,001,0001 ,0022,343,49,0,43,0,4,136
09,Formosa,001,0001 ,0023,343,0,0,68,4,2,114
09,Formosa,001,0001 ,0024,344,0,0,63,2,2,162
09,Formosa,001,0001 ,0025,343,0,0,60,1,2,125
09,Formosa,001,0001 ,0026,346,45,1,61,4,2,134
09,Formosa,001,0001 ,0027,342,0,1,63,3,1,119
09,Formosa,001,0001 ,0028,344,0,0,83,2,3,123
09,Formosa,001,0001 ,0029,346,45,2,88,4,3,114
09,Formosa,001,0001 ,0030,343,0,1,44,2,0,153
09,Formosa,001,0001 ,0031,341,1,1,0,0,0,0
09,Formosa,001,0001 ,0032,345,79,1,78,3,0,88
09,Formosa,001,0001 ,0033,342,35,5,71,2,3,132
09,Formosa,001,0001 ,0034,343,70,0,47,4,1,133
09,Formosa,001,0001 ,0035,344,30,1,59,4,4,152
09,Formosa,001,0001 ,0036,343,25,0,78,4,5,144
09,Formosa,001,0001 ,0037,342,3,0,67,0,11,130
09,Formosa,001,0001 ,0038,342,49,2,66,5,9,107
09,Formosa,001,0001 ,0039,346,46,1,92,5,3,103
09,Formosa,001,0001 ,0040,341,55,1,56,3,8,115
09,Formosa,001,0001 ,0041,344,61,4,51,0,7,158
09,Formosa,001,0001 ,0042,343,45,0,50,2,4,142
09,Formosa,001,0001 ,0043,342,37,2,68,2,2,149
09,Formosa,001,0001 ,0044,344,2,1,66,5,4,119
09,Formosa,001,0001 ,0045,344,28,3,82,5,3,130
09,Formosa,001,0001 ,0046,343,34,0,73,1,2,131
09,Formosa,001,0001 ,0047,343,38,1,80,1,8,124
09,Formosa,001,0001 ,0048,342,30,4,53,2,4,143
09,Formosa,001,0001 ,0049,344,41,1,56,1,2,141
09,Formosa,001,0001 ,0050,343,39,1,72,0,3,152
09,Formosa,001,0001 ,0051,344,19,0,0,0,0,0
09,Formosa,001,0001 ,0052,344,41,3,90,1,4,119
09,Formosa,001,0002 ,0053,346,55,3,66,2,7,112
09,Formosa,001,0002 ,0054,345,37,2,71,1,4,120
09,Formosa,001,0002 ,0055,346,1,0,85,3,4,113
09,Formosa,001,0002 ,0056,350,52,1,86,1,2,101
09,Formosa,001,0002 ,0057,346,47,1,81,1,3,102
09,Formosa,001,0002 ,0058,346,42,0,105,1,2,97
09,Formosa,001,0002 ,0059,344,54,0,71,2,3,105
09,Formosa,001,0002 ,0060,349,47,0,77,6,5,97
09,Formosa,001,0002 ,0061,347,36,0,81,3,4,116
09,Formosa,001,0002 ,0062,348,43,5,79,1,4,98
09,Formosa,001,0002 ,0063,346,49,2,94,1,2,103
09,Formosa,001,0002 ,0064,345,55,1,81,6,4,95
09,Formosa,001,0002 ,0065,346,45,1,84,2,2,108
09,Formosa,001,0002 ,0066,345,44,0,85,0,2,108
09,Formosa,001,0002 ,0067,343,49,0,92,3,0,105
09,Formosa,001,0002 ,0068,344,49,0,71,60,3,104
09,Formosa,001,0002 ,0069,346,51,1,87,0,2,106
09,Formosa,001,0002 ,0070,349,41,0,93,1,0,104
09,Formosa,001,0002 ,0071,345,0,1,86,7,2,125
09,Formosa,001,0002 ,0072,346,33,0,90,3,3,111
09,Formosa,001,0003 ,0073,345,54,3,71,3,0,162
09,Formosa,001,0003 ,0074,348,0,9,71,1,3,147
09,Formosa,001,0003 ,0075,344,55,1,53,2,4,151
09,Formosa,001,0003 ,0076,345,2,5,70,3,0,141
09,Formosa,001,0003 ,0077,347,49,0,58,1,3,159
09,Formosa,001,0003 ,0078,345,93,0,50,0,5,136
09,Formosa,001,0003 ,0079,347,53,2,61,3,5,143
09,Formosa,001,0003 ,0080,344,43,4,65,0,4,161
09,Formosa,001,0003 ,0081,346,50,4,53,1,2,154
09,Formosa,001,0003 ,0082,346,43,4,63,3,3,154
09,Formosa,001,0003 ,0083,346,56,0,66,2,6,152
09,Formosa,001,0003 ,0084,346,43,3,56,3,5,158
09,Formosa,001,0003 ,0085,345,58,1,49,1,2,159
09,Formosa,001,0003 ,0086,346,51,7,54,1,6,160
09,Formosa,001,0003 ,0087,345,26,1,56,10,0,191
09,Formosa,001,0003 ,0088,345,53,2,72,3,3,151
09,Formosa,001,0003 ,0089,346,55,2,78,4,3,123
09,Formosa,001,0003 ,0090,348,30,1,58,4,2,173
09,Formosa,001,0003 ,0091,346,47,2,64,5,3,151
09,Formosa,001,0003 ,0092,344,68,2,55,6,2,147
09,Formosa,001,0003 ,0093,346,63,4,46,1,1,149
09,Formosa,001,0003 ,0094,346,2,2,44,11,6,162
09,Formosa,001,0003 ,0095,346,55,3,55,1,0,154
09,Formosa,001,0003 ,0096,345,63,0,69,3,2,131
09,Formosa,001,0003 ,0097,345,40,3,65,0,6,147
09,Formosa,001,0003 ,0098,346,50,3,76,0,4,133
09,Formosa,001,0003 ,0099,345,57,6,56,3,2,157
09,Formosa,001,0003 ,0100,345,48,4,54,4,1,161
09,Formosa,001,0003 ,0101,346,54,5,58,0,5,160
09,Formosa,001,0003 ,0102,344,63,3,63,3,6,128
09,Formosa,001,0003 ,0103,346,1,0,0,1,0,0
09,Formosa,001,0003 ,0104,345,51,0,63,7,6,134
09,Formosa,001,0003 ,0105,345,54,0,55,7,3,139
09,Formosa,001,0003 ,0106,345,60,0,63,2,4,148
09,Formosa,001,0003 ,0107,345,41,2,82,2,3,139
09,Formosa,001,0003 ,0108,345,53,3,66,0,0,137
09,Formosa,001,0003 ,0109,345,61,2,71,2,2,130
09,Formosa,001,0003 ,0110,345,52,3,66,0,2,149
09,Formosa,001,0003 ,0111,345,55,3,45,0,3,189
09,Formosa,001,0003 ,0112,345,39,0,76,1,0,150
09,Formosa,001,0003 ,0113,346,3,7,64,6,6,131
09,Formosa,001,0003 ,0114,344,109,0,5,0,4,158
09,Formosa,001,0003 ,0115,344,44,0,64,1,3,140
09,Formosa,001,0003 ,0116,346,39,8,6,0,0,161
09,Formosa,001,0003 ,0117,347,56,2,78,4,5,139
09,Formosa,001,0003 ,0118,345,58,0,61,7,4,141
