codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0047,0063,0191,0217,0234,0501,0503,0505,0512,0514
04,Capital,001,0001 ,0001,345,4,5,55,6,4,16,12,5,35,25,27,23,6
04,Capital,001,0001 ,0002,345,1,4,57,15,10,16,16,2,20,34,18,37,9
04,Capital,001,0001 ,0003,343,2,3,50,21,5,19,6,2,18,41,19,30,7
04,Capital,001,0001 ,0004,344,4,1,43,9,4,16,10,3,27,39,27,39,17
04,Capital,001,0001 ,0005,344,5,3,69,5,5,7,7,3,33,32,27,37,6
04,Capital,001,0001 ,0006,344,5,1,59,12,4,16,11,3,19,34,21,31,6
04,Capital,001,0001 ,0007,344,0,5,66,10,6,21,6,2,20,32,27,37,8
04,Capital,001,0001 ,0008,345,1,4,52,17,4,15,5,1,24,26,24,47,8
04,Capital,001,0001 ,0009,343,2,5,49,13,5,13,10,3,28,35,19,31,6
04,Capital,001,0001 ,0010,344,2,5,51,9,5,14,6,2,24,35,26,51,8
04,Capital,001,0001 ,0011,344,1,4,54,9,5,12,4,4,27,29,30,32,7
04,Capital,001,0001 ,0012,345,3,4,48,14,8,13,6,2,27,35,19,38,17
04,Capital,001,0001 ,0013,343,1,5,66,7,5,19,5,2,28,36,30,32,11
04,Capital,001,0001 ,0014,344,5,2,61,14,2,17,9,8,26,27,16,38,10
04,Capital,001,0001 ,0015,345,6,0,59,7,2,7,9,3,22,40,21,33,12
04,Capital,001,0001 ,0016,344,2,4,69,5,6,22,7,1,25,32,17,26,11
04,Capital,001,0001 ,0017,344,2,3,45,14,3,13,6,3,33,31,18,43,6
04,Capital,001,0001 ,0018,342,4,5,58,12,7,13,11,3,26,38,22,33,8
04,Capital,001,0001 ,0019,345,2,1,67,8,5,10,5,1,32,32,18,45,5
04,Capital,001,0001 ,0020,344,1,6,55,12,5,15,11,0,32,30,23,29,8
04,Capital,001,0001 ,0021,343,3,4,60,11,8,17,8,2,30,35,20,23,11
04,Capital,001,0001 ,0022,344,1,6,50,9,7,15,7,3,23,38,26,43,10
04,Capital,001,0001 ,0023,344,0,10,64,5,6,19,4,3,22,22,14,30,8
04,Capital,001,0001 ,0024,342,5,4,45,7,8,16,2,4,32,29,23,37,8
04,Capital,001,0001 ,0025,344,0,7,57,7,4,19,13,2,23,22,20,42,12
04,Capital,001,0001 ,0026,344,3,5,57,15,5,18,5,3,23,30,22,47,4
04,Capital,001,0001 ,0027,344,3,3,59,17,5,18,6,0,23,37,20,32,5
04,Capital,001,0001 ,0028,345,2,4,70,13,4,18,15,1,20,36,15,31,10
04,Capital,001,0001 ,0029,343,2,8,55,13,3,10,11,1,22,35,27,40,12
04,Capital,001,0001 ,0030,343,3,10,55,14,7,17,8,2,28,43,18,27,4
04,Capital,001,0001 ,0031,343,0,4,75,12,3,14,13,4,25,23,21,37,10
04,Capital,001,0001 ,0032,343,4,8,58,5,2,18,6,3,26,25,19,44,10
04,Capital,001,0001 ,0033,343,4,3,48,11,4,13,5,1,35,28,29,34,13
04,Capital,001,0001 ,0034,343,1,1,53,7,4,20,1,2,24,37,12,42,13
04,Capital,001,0001 ,0035,344,0,7,62,14,5,7,15,1,31,28,20,37,7
04,Capital,001,0001 ,0036,343,1,6,52,11,9,16,7,1,11,45,21,33,17
04,Capital,001,0001 ,0037,343,2,3,66,8,3,16,6,2,25,24,22,37,13
04,Capital,001,0001 ,0038,343,0,4,62,10,2,15,7,2,29,38,19,36,10
04,Capital,001,0001 ,0039,343,1,2,67,13,3,20,11,4,26,31,16,36,13
04,Capital,001,0001 ,0040,343,1,6,49,8,5,9,10,2,21,32,31,41,12
04,Capital,001,0001 ,0041,342,3,2,49,12,9,13,8,1,28,27,24,36,8
04,Capital,001,0001 ,0042,343,2,3,55,17,6,14,8,1,26,32,22,44,8
04,Capital,001,0001 ,0043,341,1,3,50,14,3,14,3,4,26,25,27,28,17
04,Capital,001,0001 ,0044,342,1,3,58,10,5,18,13,1,28,25,18,35,4
04,Capital,001,0001 ,0045,341,1,3,61,10,4,17,8,3,24,34,24,34,10
04,Capital,001,0001 ,0046,344,0,5,74,12,7,14,7,4,23,23,20,30,12
04,Capital,001,0002 ,0047,345,0,5,51,12,1,31,5,5,27,28,14,38,12
04,Capital,001,0002 ,0048,344,1,8,54,9,3,20,4,5,24,40,27,37,6
04,Capital,001,0002 ,0049,343,5,3,58,13,5,18,9,5,29,25,27,25,7
04,Capital,001,0002 ,0050,343,1,5,46,12,4,16,7,7,22,28,37,36,11
04,Capital,001,0002 ,0051,345,2,10,51,10,5,15,2,4,24,29,32,37,14
04,Capital,001,0002 ,0052,344,3,8,59,5,4,11,4,4,23,31,22,38,6
04,Capital,001,0002 ,0053,344,3,5,53,5,1,15,7,3,29,25,24,39,16
04,Capital,001,0002 ,0054,344,2,7,56,3,4,15,9,2,36,30,24,44,11
04,Capital,001,0002 ,0055,343,4,4,60,9,1,15,9,1,29,33,24,28,13
04,Capital,001,0002 ,0056,344,2,1,56,9,6,29,10,6,22,25,30,24,8
04,Capital,001,0002 ,0057,344,0,3,51,12,6,24,10,1,30,27,19,31,11
04,Capital,001,0002 ,0058,344,4,2,43,9,7,22,9,2,30,33,14,35,9
04,Capital,001,0002 ,0059,344,3,9,52,5,2,22,6,3,25,36,22,33,5
04,Capital,001,0002 ,0060,344,3,6,51,9,4,21,7,1,31,23,30,46,7
04,Capital,001,0002 ,0061,344,0,9,53,2,5,22,7,4,24,34,23,30,9
04,Capital,001,0002 ,0062,344,2,6,49,9,5,27,5,3,26,26,22,40,8
04,Capital,001,0002 ,0063,343,2,11,53,7,2,16,7,1,23,25,20,40,8
04,Capital,001,0003 ,0064,342,3,5,48,5,1,16,6,3,40,33,25,41,16
04,Capital,001,0003 ,0065,343,3,8,67,5,2,17,7,3,21,35,36,39,14
04,Capital,001,0003 ,0066,343,3,2,61,11,3,23,9,2,37,29,20,32,15
04,Capital,001,0003 ,0067,344,0,4,69,16,2,16,6,5,38,26,32,43,7
04,Capital,001,0003 ,0068,343,1,3,49,10,6,17,17,1,37,30,26,36,14
04,Capital,001,0003 ,0069,341,4,3,52,12,3,16,8,2,31,36,18,32,13
04,Capital,001,0003 ,0070,342,2,6,55,11,13,9,11,2,27,30,22,36,17
04,Capital,001,0003 ,0071,343,1,5,64,13,3,14,10,4,19,32,24,36,12
04,Capital,001,0003 ,0072,343,1,3,40,23,3,27,7,4,33,40,18,37,12
04,Capital,001,0003 ,0073,344,2,4,54,12,5,26,10,5,34,37,30,32,10
04,Capital,001,0003 ,0074,343,3,6,48,11,2,10,14,0,30,40,26,32,11
04,Capital,001,0003 ,0075,342,3,5,61,8,1,18,11,1,34,31,28,38,15
04,Capital,001,0003 ,0076,343,3,5,54,9,7,21,3,2,34,26,32,34,18
04,Capital,001,0003 ,0077,344,0,5,50,15,6,23,10,1,22,32,27,43,16
04,Capital,001,0003 ,0078,342,1,2,48,9,3,18,17,4,29,32,34,37,8
04,Capital,001,0003 ,0079,343,1,3,66,8,5,18,12,5,38,24,30,31,10
04,Capital,001,0003 ,0080,343,2,5,59,8,7,16,14,5,22,25,36,35,21
04,Capital,001,0003 ,0081,342,1,7,57,7,3,17,7,4,25,32,29,34,17
04,Capital,001,0003 ,0082,343,0,4,53,11,4,7,7,2,32,41,31,36,11
04,Capital,001,0003 ,0083,343,1,4,57,8,4,19,8,6,32,39,33,43,12
04,Capital,001,0003 ,0084,343,3,6,67,6,2,11,11,3,31,24,33,42,9
04,Capital,001,0003 ,0085,344,2,2,63,11,4,11,6,3,30,39,24,25,11
04,Capital,001,0003 ,0086,343,2,4,49,12,2,21,8,3,26,34,34,27,19
04,Capital,001,0003 ,0087,343,2,4,55,8,5,19,10,6,40,36,29,32,11
04,Capital,001,0003 ,0088,342,4,0,56,7,1,19,14,2,30,31,28,36,17
04,Capital,001,0003 ,0089,342,0,8,56,10,1,15,9,5,31,27,28,37,15
04,Capital,001,0003 ,0090,342,2,6,60,15,1,14,9,3,26,30,26,31,9
04,Capital,001,0003 ,0091,343,3,1,59,10,3,21,13,2,41,27,34,20,15
04,Capital,001,0003 ,0092,343,2,6,52,13,3,11,6,2,27,48,15,29,10
04,Capital,001,0003 ,0093,343,1,8,35,14,6,16,5,2,35,28,30,35,9
04,Capital,001,0003 ,0094,343,1,6,47,13,7,16,13,2,27,35,27,38,15
04,Capital,001,0003 ,0095,342,0,2,48,8,4,13,5,3,36,27,27,45,8
04,Capital,001,0003 ,0096,343,4,3,45,11,9,14,7,7,23,40,22,32,9
04,Capital,001,0003 ,0097,343,0,7,66,11,6,13,8,3,24,31,24,41,12
04,Capital,001,0003 ,0098,343,2,4,53,15,6,15,10,3,22,38,31,39,12
04,Capital,001,0003 ,0099,343,0,0,57,7,2,26,9,3,31,36,24,36,15
04,Capital,001,0003 ,0100,343,4,6,63,12,9,29,4,3,21,22,26,49,17
04,Capital,001,0003 ,0101,343,2,3,66,11,4,14,9,4,25,44,24,27,13
04,Capital,001,0003 ,0102,342,3,5,46,3,3,18,5,2,32,34,26,41,17
04,Capital,001,0003 ,0103,343,4,3,49,8,0,20,9,3,40,36,33,45,11
04,Capital,001,0003 ,0104,343,2,7,55,9,8,10,8,1,33,32,24,38,14
04,Capital,001,0003 ,0105,343,2,7,61,13,4,24,9,2,18,31,26,34,16
04,Capital,001,0003 ,0106,343,1,1,65,5,9,13,9,1,23,38,34,44,6
04,Capital,001,0003 ,0107,343,2,1,56,7,4,14,6,5,34,34,28,43,16
04,Capital,001,0003 ,0108,344,4,3,51,7,3,20,10,4,25,22,38,31,12
04,Capital,001,0003 ,0109,344,2,10,55,14,3,15,3,6,26,34,23,41,20
04,Capital,001,0003 ,0110,343,2,4,57,8,3,17,7,5,31,31,28,29,19
04,Capital,001,0003 ,0111,341,3,4,58,7,7,17,8,1,27,24,35,40,12
04,Capital,001,0003 ,0112,341,1,7,58,4,5,13,9,4,34,43,28,37,11
04,Capital,001,0003 ,0113,342,3,3,60,13,4,15,10,2,24,31,31,32,17
04,Capital,001,0003 ,0114,341,2,3,61,13,5,12,7,5,27,32,30,30,9
04,Capital,001,0003 ,0115,342,2,3,64,15,6,15,4,5,33,22,35,35,7
04,Capital,001,0003 ,0116,342,3,10,38,10,6,18,10,2,36,26,29,41,15
04,Capital,001,0003 ,0117,341,1,3,60,6,3,18,14,7,24,31,28,38,13
04,Capital,001,0003 ,0118,341,2,1,56,11,8,20,6,2,34,29,30,27,7
04,Capital,001,0003 ,0119,341,3,4,61,7,8,23,9,6,31,19,27,37,9
04,Capital,001,0003 ,0120,342,2,4,59,12,2,16,10,2,30,37,26,35,17
04,Capital,001,0003 ,0121,342,2,2,56,6,5,25,7,1,18,27,32,37,14
04,Capital,001,0004 ,0122,341,4,7,65,9,5,16,15,3,19,34,16,40,5
04,Capital,001,0004 ,0123,340,3,4,59,16,3,13,16,4,17,38,19,37,10
04,Capital,001,0004 ,0124,342,3,3,53,22,6,15,12,1,28,39,30,35,7
04,Capital,001,0004 ,0125,341,3,4,54,7,5,20,11,3,25,42,19,40,16
04,Capital,001,0004 ,0126,340,1,3,59,14,6,13,5,4,24,44,23,33,7
04,Capital,001,0004 ,0127,343,2,1,64,14,3,11,15,3,34,34,19,36,7
04,Capital,001,0004 ,0128,341,2,0,61,13,5,12,12,5,33,39,26,37,11
04,Capital,001,0004 ,0129,342,1,2,80,14,6,17,9,1,27,31,20,34,16
04,Capital,001,0004 ,0130,338,1,3,60,10,8,15,10,3,36,37,15,23,10
04,Capital,001,0004 ,0131,340,1,3,53,18,1,7,20,5,32,28,20,46,9
04,Capital,001,0004 ,0132,339,1,0,55,9,6,7,9,5,19,39,17,37,9
04,Capital,001,0004 ,0133,340,2,3,63,10,12,19,7,1,30,34,18,37,13
04,Capital,001,0004 ,0134,337,3,1,54,9,4,11,9,2,37,31,20,39,9
04,Capital,001,0004 ,0135,340,5,4,58,13,8,12,14,7,25,37,17,22,10
04,Capital,001,0004 ,0136,340,0,6,60,8,7,16,21,1,20,39,24,34,9
04,Capital,001,0004 ,0137,340,6,1,61,10,10,7,6,2,22,40,22,32,11
04,Capital,001,0004 ,0138,340,1,2,68,19,3,14,12,3,20,35,24,6,5
04,Capital,001,0004 ,0139,341,0,5,57,21,6,14,11,3,22,38,21,30,10
04,Capital,001,0004 ,0140,340,1,5,61,8,4,8,10,3,24,48,33,31,6
04,Capital,001,0004 ,0141,339,1,6,74,10,5,13,8,3,29,33,20,30,13
04,Capital,001,0004 ,0142,341,3,3,63,10,11,15,10,3,24,37,11,43,9
04,Capital,001,0004 ,0143,340,1,3,62,9,5,4,5,2,37,35,25,37,15
04,Capital,001,0004 ,0144,340,1,2,62,13,4,13,18,1,28,36,15,35,11
04,Capital,001,0004 ,0145,340,2,4,73,9,2,9,10,4,29,41,20,29,7
04,Capital,001,0004 ,0146,340,2,6,52,17,2,7,11,3,16,47,17,39,15
04,Capital,001,0004 ,0147,338,5,5,59,12,4,11,8,3,31,46,22,35,12
04,Capital,001,0004 ,0148,340,0,5,53,12,8,10,4,3,34,36,16,30,16
04,Capital,001,0004 ,0149,341,1,4,56,13,6,11,4,2,25,47,16,35,10
04,Capital,001,0004 ,0150,339,1,3,59,11,6,14,10,1,19,40,24,35,10
04,Capital,001,0004 ,0151,340,1,4,53,12,4,15,11,2,25,43,20,40,14
04,Capital,001,0004 ,0152,340,2,8,74,12,9,12,9,5,31,26,24,34,10
04,Capital,001,0004 ,0153,340,4,6,68,14,4,12,8,1,24,32,18,34,5
04,Capital,001,0004 ,0154,341,2,5,59,15,6,11,6,2,32,46,17,33,10
04,Capital,001,0004 ,0155,340,2,1,55,12,5,0,12,4,22,42,16,35,9
04,Capital,001,0004 ,0156,341,1,1,57,11,1,10,11,7,32,38,17,43,15
04,Capital,001,0004 ,0157,340,1,3,68,18,3,11,14,6,34,30,19,28,11
04,Capital,001,0004 ,0158,339,1,2,69,9,3,18,16,2,31,37,23,34,8
04,Capital,001,0004 ,0159,340,3,2,57,15,5,10,14,2,36,36,17,33,10
04,Capital,001,0004 ,0160,339,1,4,59,19,3,13,16,4,31,37,11,34,17
04,Capital,001,0004 ,0161,340,2,3,68,15,3,13,16,2,20,26,16,43,6
04,Capital,001,0004 ,0162,340,2,3,58,9,6,14,15,3,35,32,21,40,6
04,Capital,001,0004 ,0163,340,1,7,70,13,4,11,5,1,26,39,25,42,16
04,Capital,001,0004 ,0164,339,4,4,62,13,6,19,10,6,23,48,9,33,7
04,Capital,001,0004 ,0165,340,0,1,53,13,6,15,6,2,29,41,20,43,13
04,Capital,001,0004 ,0166,339,2,3,68,15,4,15,8,6,27,25,23,33,14
04,Capital,001,0004 ,0167,339,4,4,45,15,7,11,17,3,30,36,24,31,14
04,Capital,001,0004 ,0168,340,1,6,66,10,3,12,11,1,37,35,21,28,12
04,Capital,001,0004 ,0169,337,4,3,52,12,4,13,10,4,25,41,28,34,11
04,Capital,001,0004 ,0170,340,3,4,63,12,6,10,15,3,31,41,17,28,9
04,Capital,001,0004 ,0171,339,2,1,52,15,7,15,14,3,29,34,18,36,9
04,Capital,001,0004 ,0172,340,0,3,76,16,5,11,6,1,30,36,18,41,1
04,Capital,001,0004 ,0173,340,4,5,53,5,3,14,12,3,36,35,19,22,10
04,Capital,001,0004 ,0174,340,0,4,66,9,6,10,11,3,30,31,13,30,11
04,Capital,001,0004 ,0175,341,3,3,51,14,7,15,7,4,28,40,21,42,17
04,Capital,001,0004 ,0176,340,1,4,67,12,4,12,8,2,31,34,18,39,15
04,Capital,001,0004 ,0177,340,4,1,37,13,5,16,13,4,32,31,26,44,11
04,Capital,001,0004 ,0178,339,5,5,59,13,2,10,9,2,31,32,16,28,14
04,Capital,001,0004 ,0179,340,1,2,69,16,7,13,8,2,21,41,25,29,6
04,Capital,001,0004A,0180,344,2,0,58,3,4,33,8,1,27,26,28,63,10
04,Capital,001,0004A,0181,345,4,1,42,9,3,27,9,3,24,46,33,51,13
04,Capital,001,0004A,0182,344,4,1,51,5,2,28,10,3,22,32,35,64,10
04,Capital,001,0004A,0183,345,0,6,48,12,4,15,10,4,26,30,36,58,16
04,Capital,001,0004A,0184,345,4,4,43,3,4,30,4,8,35,33,21,76,7
04,Capital,001,0004A,0185,345,2,0,52,7,4,31,9,3,22,41,21,60,15
04,Capital,001,0004A,0186,344,1,3,65,11,7,23,3,4,31,43,23,49,19
04,Capital,001,0004A,0187,345,7,10,52,7,6,25,5,3,27,33,24,53,20
04,Capital,001,0004A,0188,345,2,5,61,12,7,24,5,4,18,29,31,52,14
04,Capital,001,0004A,0189,345,1,3,73,13,4,19,8,3,29,28,31,40,15
