codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0050,0101,0154
20,Deseado                                 ,001,0001 ,0001,580,18,14,52,114,228,14
20,Deseado                                 ,001,0001 ,0002,580,19,21,60,92,212,18
20,Deseado                                 ,001,0001 ,0003,580,17,16,44,84,238,16
20,Deseado                                 ,001,0001 ,0004,580,19,26,52,114,200,22
20,Deseado                                 ,001,0001 ,0005,580,10,15,54,92,246,22
20,Deseado                                 ,001,0001 ,0006,580,5,37,56,90,244,22
20,Deseado                                 ,001,0001 ,0007,580,20,15,54,76,216,24
20,Deseado                                 ,001,0001 ,0008,580,10,10,56,94,224,16
20,Deseado                                 ,001,0001 ,0009,580,17,19,70,106,254,14
20,Deseado                                 ,001,0001 ,0010,580,20,14,48,88,202,30
20,Deseado                                 ,001,0001 ,0011,580,20,23,44,92,230,20
20,Deseado                                 ,001,0001 ,0012,507,12,20,44,110,178,12
20,Deseado                                 ,001,0001 ,0013,508,14,19,44,80,162,28
20,Deseado                                 ,001,0001 ,0014,290,7,6,19,52,92,8
20,Deseado                                 ,001,0001 ,0015,179,1,5,9,31,68,4
20,Deseado                                 ,001,0001 ,0016,179,1,4,13,31,69,4
20,Deseado                                 ,001,0001A,0001,37,0,1,0,1,9,2
20,Deseado                                 ,001,0002 ,0001,335,6,2,16,24,288,10
20,Deseado                                 ,001,0002 ,0002,150,7,3,8,3,87,4
20,Deseado                                 ,001,0003 ,0001,580,14,11,78,178,124,68
20,Deseado                                 ,001,0003 ,0002,580,28,15,82,172,126,62
20,Deseado                                 ,001,0003 ,0003,580,23,18,96,148,148,58
20,Deseado                                 ,001,0003 ,0004,580,23,6,72,172,164,62
20,Deseado                                 ,001,0003 ,0005,580,32,29,84,152,134,74
20,Deseado                                 ,001,0003 ,0006,580,17,24,88,142,142,60
20,Deseado                                 ,001,0003 ,0007,580,24,26,96,190,148,60
20,Deseado                                 ,001,0003 ,0008,580,28,23,74,148,148,54
20,Deseado                                 ,001,0003 ,0009,580,17,15,82,180,138,60
20,Deseado                                 ,001,0003 ,0010,580,21,29,80,162,142,68
20,Deseado                                 ,001,0003 ,0011,580,22,23,80,160,150,80
20,Deseado                                 ,001,0003 ,0012,580,19,25,74,160,146,76
20,Deseado                                 ,001,0003 ,0013,580,34,18,62,150,146,66
20,Deseado                                 ,001,0003 ,0014,580,25,36,94,146,122,60
20,Deseado                                 ,001,0003 ,0015,580,24,21,92,138,140,70
20,Deseado                                 ,001,0003 ,0016,580,34,12,86,154,140,50
20,Deseado                                 ,001,0003 ,0017,580,19,32,84,154,136,60
20,Deseado                                 ,001,0003 ,0018,580,21,29,66,168,112,62
20,Deseado                                 ,001,0003 ,0019,580,9,9,92,154,108,56
20,Deseado                                 ,001,0003 ,0020,580,40,24,88,164,130,60
20,Deseado                                 ,001,0003 ,0021,580,22,23,94,134,136,52
20,Deseado                                 ,001,0003 ,0022,580,12,23,80,146,124,84
20,Deseado                                 ,001,0003 ,0023,580,24,23,74,144,136,74
20,Deseado                                 ,001,0003 ,0024,580,29,29,82,146,132,68
20,Deseado                                 ,001,0003 ,0025,580,22,24,70,178,120,70
20,Deseado                                 ,001,0003 ,0026,580,16,44,78,176,148,56
20,Deseado                                 ,001,0003 ,0027,580,10,4,74,158,174,70
20,Deseado                                 ,001,0003 ,0028,580,19,10,88,188,110,72
20,Deseado                                 ,001,0003 ,0029,580,50,33,82,148,114,68
20,Deseado                                 ,001,0003 ,0030,580,29,13,98,162,120,70
20,Deseado                                 ,001,0003 ,0031,580,17,26,74,154,140,66
20,Deseado                                 ,001,0003 ,0032,580,23,26,84,140,124,64
20,Deseado                                 ,001,0003 ,0033,580,16,32,98,142,134,76
20,Deseado                                 ,001,0003 ,0034,580,29,21,76,144,148,66
20,Deseado                                 ,001,0003 ,0035,580,29,21,98,172,144,48
20,Deseado                                 ,001,0003 ,0036,580,29,17,88,160,144,46
20,Deseado                                 ,001,0003 ,0037,580,28,21,66,170,158,58
20,Deseado                                 ,001,0003 ,0038,580,30,18,62,174,132,76
20,Deseado                                 ,001,0003 ,0039,580,19,7,72,148,154,76
20,Deseado                                 ,001,0003 ,0040,580,21,22,78,146,124,68
20,Deseado                                 ,001,0003 ,0041,580,16,26,90,148,142,68
20,Deseado                                 ,001,0003 ,0042,580,9,24,66,170,152,58
20,Deseado                                 ,001,0003 ,0043,542,24,21,78,156,106,94
20,Deseado                                 ,001,0003 ,0044,543,11,27,76,158,146,72
20,Deseado                                 ,001,0003 ,0045,290,9,9,33,92,51,32
20,Deseado                                 ,001,0003 ,0046,213,4,10,37,63,41,16
20,Deseado                                 ,001,0003 ,0047,213,10,11,23,39,45,23
20,Deseado                                 ,001,0004 ,0001,341,8,7,48,68,94,32
20,Deseado                                 ,001,0004 ,0002,341,0,7,34,58,98,36
20,Deseado                                 ,001,0004A,0001,18,1,0,2,4,5,1
20,Deseado                                 ,001,0005 ,0001,580,70,22,88,64,184,62
20,Deseado                                 ,001,0005 ,0002,580,70,22,68,68,168,76
20,Deseado                                 ,001,0005 ,0003,580,51,19,74,66,178,72
20,Deseado                                 ,001,0005 ,0004,580,52,26,86,64,188,68
20,Deseado                                 ,001,0005 ,0005,580,55,30,80,50,156,82
20,Deseado                                 ,001,0005 ,0006,580,81,11,66,56,156,86
20,Deseado                                 ,001,0005 ,0007,580,62,26,72,70,162,88
20,Deseado                                 ,001,0005 ,0008,580,34,49,76,44,190,80
20,Deseado                                 ,001,0005 ,0009,580,83,36,74,54,182,62
20,Deseado                                 ,001,0005 ,0010,580,61,25,88,46,174,64
20,Deseado                                 ,001,0005 ,0011,580,81,24,76,64,148,74
20,Deseado                                 ,001,0005 ,0012,580,67,34,70,46,168,84
20,Deseado                                 ,001,0005 ,0013,580,81,19,80,54,164,86
20,Deseado                                 ,001,0005 ,0014,580,73,9,62,62,194,82
20,Deseado                                 ,001,0005 ,0015,580,38,57,70,78,152,90
20,Deseado                                 ,001,0005 ,0016,532,53,15,64,74,158,76
20,Deseado                                 ,001,0005 ,0017,532,51,30,64,70,166,80
20,Deseado                                 ,001,0005 ,0018,267,36,22,26,20,78,35
20,Deseado                                 ,001,0005 ,0019,267,23,5,26,27,93,24
20,Deseado                                 ,001,0005A,0001,109,3,1,12,8,41,11
20,Deseado                                 ,001,0006 ,0001,580,36,23,44,54,246,26
20,Deseado                                 ,001,0006 ,0002,580,10,13,54,58,276,34
20,Deseado                                 ,001,0006 ,0003,580,13,21,44,62,244,34
20,Deseado                                 ,001,0006 ,0004,580,26,6,48,68,258,38
20,Deseado                                 ,001,0006 ,0005,580,19,12,36,60,276,26
20,Deseado                                 ,001,0006 ,0006,580,25,24,46,62,248,42
20,Deseado                                 ,001,0006 ,0007,580,30,17,50,52,254,38
20,Deseado                                 ,001,0006 ,0008,580,29,25,48,60,226,34
20,Deseado                                 ,001,0006 ,0009,580,36,17,44,60,242,42
20,Deseado                                 ,001,0006 ,0010,580,16,23,38,62,256,30
20,Deseado                                 ,001,0006 ,0011,541,12,10,46,68,214,36
20,Deseado                                 ,001,0006 ,0012,542,29,16,56,48,232,42
20,Deseado                                 ,001,0006 ,0013,290,7,2,14,34,117,12
20,Deseado                                 ,001,0006 ,0014,290,13,4,26,31,101,15
20,Deseado                                 ,001,0006 ,0015,290,12,6,20,29,130,15
20,Deseado                                 ,001,0006 ,0016,276,26,0,17,22,108,12
20,Deseado                                 ,001,0006 ,0017,276,7,9,29,29,107,4
20,Deseado                                 ,001,0006A,0001,70,0,0,6,2,11,1
20,Deseado                                 ,001,0007 ,0001,3,0,0,0,0,0,0
20,Lago Buenos Aires                       ,002,0008 ,0001,580,26,12,100,18,270,22
20,Lago Buenos Aires                       ,002,0008 ,0002,580,18,22,116,12,258,16
20,Lago Buenos Aires                       ,002,0008 ,0003,580,28,16,130,12,258,28
20,Lago Buenos Aires                       ,002,0008 ,0004,432,14,12,88,4,186,22
20,Lago Buenos Aires                       ,002,0008 ,0005,434,24,10,84,12,178,24
20,Lago Buenos Aires                       ,002,0008A,0001,31,1,0,5,0,12,0
20,Lago Buenos Aires                       ,002,0009 ,0001,580,24,9,94,26,246,52
20,Lago Buenos Aires                       ,002,0009 ,0002,498,17,11,128,28,196,48
20,Lago Buenos Aires                       ,002,0009 ,0003,499,10,9,110,22,202,38
20,Magallanes                              ,003,0010 ,0001,580,22,21,132,6,266,24
20,Magallanes                              ,003,0010 ,0002,580,5,16,108,20,236,30
20,Magallanes                              ,003,0010 ,0003,580,23,15,136,20,224,26
20,Magallanes                              ,003,0010 ,0004,580,19,17,96,20,276,22
20,Magallanes                              ,003,0010 ,0005,580,26,18,82,22,282,22
20,Magallanes                              ,003,0010 ,0006,580,20,16,90,14,302,16
20,Magallanes                              ,003,0010 ,0007,542,18,10,96,18,238,24
20,Magallanes                              ,003,0010 ,0008,499,16,16,130,18,188,16
20,Magallanes                              ,003,0010 ,0009,247,9,5,45,3,93,15
20,Magallanes                              ,003,0011 ,0001,52,2,1,6,1,9,2
20,Río Chico                               ,004,0012 ,0001,41,1,0,3,1,8,0
20,Río Chico                               ,004,0012A,0001,13,0,0,2,0,5,0
20,Río Chico                               ,004,0012B,0001,146,3,5,23,3,61,1
20,Río Chico                               ,004,0013 ,0001,580,12,10,176,24,252,22
20,Río Chico                               ,004,0013 ,0002,573,24,9,156,4,238,26
20,Río Chico                               ,004,0013 ,0003,504,15,8,132,8,268,16
