codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0014,0030,0033,0036,0037,0038,0042,0045,0122,0123,0127,0512,0524,0534
21,Belgrano,001,0402 ,0001,900,8,6,10,4,2,2,0,6,6,8,2,4,12,442,298,30
21,Belgrano,001,0402 ,0002,900,11,4,2,4,2,2,6,2,8,8,4,2,12,378,320,20
21,Belgrano,001,0402 ,0003,900,25,0,4,6,6,0,6,0,8,4,2,2,14,304,356,22
21,Belgrano,001,0402 ,0004,900,20,0,6,14,2,0,2,4,10,6,2,4,8,374,310,24
21,Belgrano,001,0402 ,0005,900,14,0,6,2,2,0,6,0,22,2,0,2,10,356,342,20
21,Belgrano,001,0402 ,0006,900,21,2,2,10,4,2,4,0,14,2,0,4,8,370,298,20
21,Belgrano,001,0402 ,0007,900,14,3,8,10,2,0,0,2,6,8,2,8,10,352,322,14
21,Belgrano,001,0402 ,0008,900,11,2,6,10,2,4,4,4,10,4,2,4,2,364,360,18
21,Belgrano,001,0402 ,0009,900,12,5,6,10,4,4,6,2,14,6,2,4,8,348,324,26
21,Belgrano,001,0402 ,0010,804,10,4,4,12,2,4,2,0,6,2,2,2,6,368,284,28
21,Belgrano,001,0402 ,0011,227,3,0,0,3,0,1,1,1,2,0,2,0,2,78,95,4
21,Belgrano,001,0403 ,0011,450,21,0,2,11,2,4,3,4,3,0,0,0,4,229,89,8
21,Belgrano,001,0403 ,0012,900,31,0,10,22,6,8,2,8,8,6,8,4,16,396,236,40
21,Belgrano,001,0403 ,0013,900,38,0,12,8,6,4,4,4,6,4,2,6,6,458,256,36
21,Belgrano,001,0403 ,0014,900,37,0,6,12,8,0,0,2,4,2,4,4,10,424,260,32
21,Belgrano,001,0403 ,0015,900,39,0,14,16,8,2,6,8,10,8,4,10,16,414,248,34
21,Belgrano,001,0403 ,0016,900,36,0,8,16,12,4,10,4,10,4,0,8,12,406,222,42
21,Belgrano,001,0403 ,0017,900,40,0,6,14,8,2,2,6,8,0,4,2,14,430,208,26
21,Belgrano,001,0403 ,0018,900,19,0,8,8,14,4,4,6,14,2,6,6,10,460,226,36
21,Belgrano,001,0403 ,0019,900,38,0,8,10,6,4,0,2,8,2,10,6,14,454,230,30
21,Belgrano,001,0403 ,0020,900,31,0,8,12,6,2,2,6,2,4,2,10,6,434,204,46
21,Belgrano,001,0403 ,0021,638,21,0,6,6,4,2,6,4,14,2,0,0,10,398,200,26
21,Belgrano,001,0403 ,0022,153,10,0,1,1,1,1,0,1,1,0,1,0,0,67,34,5
21,Belgrano,001,0404A,0022,450,9,0,1,3,7,0,3,1,5,0,0,1,0,228,92,20
21,Belgrano,001,0404A,0023,900,23,0,2,12,18,2,0,2,8,4,4,0,8,430,200,34
21,Belgrano,001,0404A,0024,900,20,11,2,8,20,4,4,2,2,2,4,4,6,466,204,36
21,Belgrano,001,0404A,0025,900,23,8,4,6,8,0,2,2,6,2,2,6,8,430,212,38
21,Belgrano,001,0404A,0026,900,8,19,2,14,12,2,4,0,8,8,2,4,10,402,234,46
21,Belgrano,001,0404A,0027,900,15,13,2,18,10,0,0,4,8,2,4,6,394,528,124,36
21,Belgrano,001,0404A,0028,900,19,0,0,8,6,4,6,4,12,2,8,8,8,448,170,32
21,Belgrano,001,0404A,0029,900,26,0,2,8,8,0,2,0,4,2,0,2,12,484,188,42
21,Belgrano,001,0404A,0030,900,25,0,6,8,10,0,0,2,14,2,2,6,6,442,196,52
21,Belgrano,001,0404A,0031,900,15,0,10,6,6,0,2,6,8,4,2,4,8,464,212,34
21,Belgrano,001,0404A,0032,700,22,0,4,6,12,2,6,6,10,4,6,0,4,436,166,38
21,Belgrano,001,0404A,0033,701,5,11,0,6,2,0,0,0,8,0,0,0,4,442,228,28
21,Belgrano,001,0404A,0034,264,7,0,3,3,1,1,0,1,9,2,0,0,1,120,51,6
21,Belgrano,001,0404B,0034,450,20,0,1,3,3,4,3,1,1,3,0,1,1,165,116,48
21,Belgrano,001,0404B,0035,621,22,0,4,8,10,4,4,0,2,0,2,4,10,326,256,90
21,Belgrano,001,0404B,0036,151,1,0,2,0,0,0,0,1,0,1,1,1,1,62,40,17
21,Belgrano,001,0405 ,0036,450,16,0,2,0,1,0,3,2,3,2,1,1,7,216,110,11
21,Belgrano,001,0405 ,0037,900,23,0,4,2,2,8,6,8,4,4,2,4,6,438,274,20
21,Belgrano,001,0405 ,0038,767,13,1,0,4,2,4,2,2,4,2,0,4,10,390,314,10
21,Belgrano,001,0405 ,0039,338,6,0,0,2,2,1,0,1,3,0,3,1,1,147,107,1
21,Belgrano,001,0406 ,0039,450,20,0,2,3,2,1,2,1,2,0,0,0,1,224,96,13
21,Belgrano,001,0406 ,0040,881,22,0,6,14,4,6,0,2,2,4,0,6,4,404,270,30
21,Belgrano,001,0406 ,0041,241,3,0,0,0,0,0,1,1,0,0,0,0,2,103,75,2
21,Belgrano,001,0406 ,0042,241,7,0,0,1,0,0,0,0,1,0,0,1,0,117,68,4
21,Caseros,002,0364 ,0041,450,27,0,3,12,1,1,0,2,2,2,1,1,6,123,164,25
21,Caseros,002,0364 ,0042,450,22,0,2,6,1,0,1,4,2,1,1,2,3,127,182,23
21,Caseros,002,0364 ,0043,900,36,0,8,18,2,2,2,2,4,4,2,0,6,230,406,54
21,Caseros,002,0364 ,0044,900,24,0,6,16,2,4,2,4,4,4,4,8,6,300,426,38
21,Caseros,002,0364 ,0045,900,25,0,10,22,8,2,4,4,6,2,4,2,10,278,388,38
21,Caseros,002,0364 ,0046,900,30,0,8,18,0,4,12,6,8,2,4,4,12,222,408,70
21,Caseros,002,0364 ,0047,613,20,0,2,14,6,0,2,8,6,2,6,2,8,244,358,36
21,Caseros,002,0364 ,0048,450,10,0,2,9,1,0,1,2,0,0,0,3,4,104,192,20
21,Caseros,002,0364 ,0049,270,10,0,1,6,1,1,0,0,2,0,0,0,0,63,129,7
21,Caseros,002,0365 ,0048,450,16,0,3,5,1,0,1,1,0,1,2,4,13,189,126,17
21,Caseros,002,0365 ,0049,450,30,0,3,6,1,1,0,1,1,1,0,3,5,203,121,10
21,Caseros,002,0365 ,0050,790,20,2,10,10,2,2,2,0,2,4,6,2,16,366,288,26
21,Caseros,002,0365 ,0051,450,15,0,2,5,0,0,2,0,1,0,0,0,7,191,126,13
21,Caseros,002,0365 ,0052,415,6,0,2,6,2,1,1,1,0,5,0,2,5,140,148,8
21,Caseros,002,0365A,0051,8,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0
21,Caseros,002,0365A,0053,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
21,Caseros,002,0366 ,0052,450,11,0,2,8,0,1,2,2,0,2,2,1,6,122,191,25
21,Caseros,002,0366 ,0053,242,5,2,2,2,0,0,0,1,1,0,0,1,8,95,72,9
21,Caseros,002,0366 ,0054,693,17,0,2,10,0,0,2,0,2,0,2,2,6,244,404,20
21,Caseros,002,0366 ,0055,450,15,0,1,3,0,0,0,0,0,1,0,5,3,139,159,12
21,Caseros,002,0366 ,0056,82,3,0,1,0,0,0,0,0,0,0,0,0,0,27,32,5
21,Caseros,002,0367 ,0055,450,16,0,3,16,0,1,3,0,4,0,1,1,5,188,118,22
21,Caseros,002,0367 ,0056,450,8,6,5,12,2,3,1,2,0,2,1,1,2,176,131,18
21,Caseros,002,0367 ,0057,900,21,4,4,20,6,6,6,4,4,2,2,0,8,418,258,36
21,Caseros,002,0367 ,0058,900,16,14,2,26,2,0,4,4,4,2,4,6,4,438,276,36
21,Caseros,002,0367 ,0059,806,14,12,6,20,0,2,4,4,0,8,2,4,4,398,262,38
21,Caseros,002,0367 ,0060,450,10,4,1,15,1,1,1,2,1,1,1,5,0,197,110,9
21,Caseros,002,0367 ,0061,438,12,0,3,11,0,0,1,0,1,2,1,2,3,186,116,14
21,Caseros,002,0368A,0060,450,11,13,8,11,1,1,5,0,6,1,1,3,9,165,23,28
21,Caseros,002,0368A,0061,450,18,6,0,11,1,0,1,0,2,1,2,1,8,163,108,32
21,Caseros,002,0368A,0062,900,38,17,8,24,8,10,4,6,16,8,4,8,8,322,240,42
21,Caseros,002,0368A,0063,900,11,26,8,20,4,4,8,2,12,6,6,8,14,322,280,38
21,Caseros,002,0368A,0064,900,35,10,10,26,4,2,2,4,8,2,6,4,8,322,286,48
21,Caseros,002,0368A,0065,900,18,15,2,16,4,2,2,8,12,8,6,8,6,340,306,40
21,Caseros,002,0368A,0066,900,32,9,18,24,8,4,4,4,10,2,0,8,12,292,272,50
21,Caseros,002,0368A,0067,900,31,10,2,34,2,2,2,4,14,2,4,12,16,332,266,38
21,Caseros,002,0368A,0068,900,51,0,4,38,2,2,0,4,6,8,8,2,6,360,258,48
21,Caseros,002,0368A,0069,900,46,14,2,10,8,4,2,4,10,6,4,4,16,318,278,50
21,Caseros,002,0368A,0070,900,12,22,6,42,6,2,2,6,6,6,6,4,10,300,280,58
21,Caseros,002,0368A,0071,900,39,5,4,38,4,4,2,4,8,8,4,10,10,322,256,38
21,Caseros,002,0368A,0072,900,30,10,6,24,6,4,6,4,16,6,4,6,10,282,278,62
