codprov,coddepto,depto,circuito,mesa,electores,blancos,nulos,00037,00036,00050,00024
02,001,Adolfo Alsina,00001,000001,350,26,2,129,2,115,9
02,001,Adolfo Alsina,00001,000002,350,20,4,91,8,154,13
02,001,Adolfo Alsina,00001,000003,351,19,1,96,3,144,13
02,001,Adolfo Alsina,00001,000004,350,16,1,87,5,143,17
02,001,Adolfo Alsina,00001,000005,354,22,1,136,2,98,10
02,001,Adolfo Alsina,00001,000006,350,16,0,99,2,137,11
02,001,Adolfo Alsina,00001,000007,349,33,0,116,6,120,11
02,001,Adolfo Alsina,00001,000008,349,16,2,118,5,139,13
02,001,Adolfo Alsina,00001,000009,353,9,1,105,7,146,11
02,001,Adolfo Alsina,00001,000010,349,16,4,87,8,139,18
02,001,Adolfo Alsina,00001,000011,350,15,0,129,3,120,14
02,001,Adolfo Alsina,00001,000012,350,20,0,111,1,128,16
02,001,Adolfo Alsina,00001,000013,349,17,0,95,4,152,21
02,001,Adolfo Alsina,00001,000014,351,14,3,113,7,135,15
02,001,Adolfo Alsina,00001,000015,349,20,0,116,4,129,19
02,001,Adolfo Alsina,00001,000016,353,22,2,115,4,115,12
02,001,Adolfo Alsina,00001,000017,349,20,1,74,7,162,15
02,001,Adolfo Alsina,00001,000018,348,25,0,90,6,137,10
02,001,Adolfo Alsina,00001,000019,350,25,0,116,4,132,7
02,001,Adolfo Alsina,00001,000020,351,21,5,95,5,156,14
02,001,Adolfo Alsina,00001,000021,354,17,2,122,5,136,9
02,001,Adolfo Alsina,00001,000022,350,16,3,106,3,139,19
02,001,Adolfo Alsina,00001,000023,352,23,0,93,2,142,12
02,001,Adolfo Alsina,00001,000024,350,20,1,102,5,135,17
02,001,Adolfo Alsina,00001,000025,350,17,0,117,3,129,13
02,001,Adolfo Alsina,00001,000026,350,12,0,87,4,163,9
02,001,Adolfo Alsina,00001,000027,291,20,0,94,1,93,16
02,001,Adolfo Alsina,00002,000028,32,2,0,2,0,11,1
