codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0131,0133
19,Pueyrredon,001,0002 ,0363,350,2,0,16,57,162
19,Pueyrredon,001,0002 ,0364,349,50,2,40,51,130
19,Pueyrredon,001,0002 ,0365,350,59,3,33,49,146
19,Pueyrredon,001,0002 ,0366,350,63,0,17,49,154
19,Pueyrredon,001,0002 ,0367,350,81,2,38,48,134
19,Pueyrredon,001,0002 ,0368,350,55,1,44,43,133
19,Pueyrredon,001,0002 ,0369,350,67,1,29,45,149
19,Pueyrredon,001,0002 ,0370,350,62,0,47,37,149
19,Pueyrredon,001,0002 ,0371,350,74,1,41,47,129
19,Pueyrredon,001,0002 ,0372,350,50,0,38,48,140
19,Pueyrredon,001,0002 ,0373,349,55,0,30,46,145
19,Pueyrredon,001,0002 ,0374,350,52,1,26,55,149
19,Pueyrredon,001,0002 ,0375,350,0,1,31,59,139
19,Pueyrredon,001,0002 ,0376,350,69,1,31,41,133
19,Pueyrredon,001,0002 ,0377,350,61,0,34,58,135
19,Pueyrredon,001,0002 ,0378,350,58,1,37,48,142
19,Pueyrredon,001,0002 ,0379,350,53,0,30,50,144
19,Pueyrredon,001,0002 ,0380,350,66,3,32,53,139
19,Pueyrredon,001,0002 ,0381,350,74,0,30,38,139
19,Pueyrredon,001,0002 ,0382,350,64,0,25,72,132
19,Pueyrredon,001,0002 ,0383,350,60,3,46,45,141
19,Pueyrredon,001,0002 ,0384,351,60,0,36,64,136
19,Pueyrredon,001,0002 ,0385,349,59,2,26,52,127
19,Pueyrredon,001,0002 ,0386,247,0,0,19,36,100
19,Pueyrredon,001,0003 ,0387,350,42,0,14,72,173
19,Pueyrredon,001,0003 ,0388,350,34,4,13,54,191
19,Pueyrredon,001,0003 ,0389,350,40,10,19,50,168
19,Pueyrredon,001,0003 ,0390,350,32,3,20,58,171
19,Pueyrredon,001,0003 ,0391,351,48,8,11,46,185
19,Pueyrredon,001,0003 ,0392,350,40,0,22,56,170
19,Pueyrredon,001,0003 ,0393,350,1,46,10,59,172
19,Pueyrredon,001,0003 ,0394,350,0,0,16,60,179
