codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0068,0501,0545,0546
08,Paraná,001,0001 ,0001,350,3,6,47,8,93,93,25
08,Paraná,001,0001 ,0002,350,10,5,61,12,81,71,37
08,Paraná,001,0001 ,0003,350,7,6,74,13,68,70,41
08,Paraná,001,0001 ,0004,350,3,2,56,9,85,82,46
08,Paraná,001,0001 ,0005,349,4,4,69,20,77,60,47
08,Paraná,001,0001 ,0006,349,4,4,59,11,98,66,29
08,Paraná,001,0001 ,0007,350,2,2,76,16,100,68,37
08,Paraná,001,0001 ,0008,349,4,2,67,12,87,85,30
08,Paraná,001,0001 ,0009,350,4,3,50,10,108,58,45
08,Paraná,001,0001 ,0010,350,6,6,62,16,66,75,47
08,Paraná,001,0001 ,0011,350,3,4,59,12,107,63,35
08,Paraná,001,0001 ,0012,349,1,2,67,16,96,60,48
08,Paraná,001,0001 ,0013,350,0,2,74,12,77,63,53
08,Paraná,001,0001 ,0014,349,3,2,56,16,79,69,53
08,Paraná,001,0001 ,0015,350,1,1,41,13,108,78,35
08,Paraná,001,0001 ,0016,350,1,7,69,14,84,72,34
08,Paraná,001,0001 ,0017,350,0,4,41,16,109,64,52
08,Paraná,001,0001 ,0018,350,2,12,57,19,88,57,32
08,Paraná,001,0001 ,0019,349,4,4,75,18,66,62,42
08,Paraná,001,0001 ,0020,350,3,5,63,10,86,70,41
08,Paraná,001,0001 ,0021,349,2,6,57,10,98,64,43
08,Paraná,001,0001 ,0022,349,5,2,68,14,78,70,35
08,Paraná,001,0001 ,0023,350,3,3,47,9,86,73,38
08,Paraná,001,0001 ,0024,350,5,2,58,11,102,54,32
08,Paraná,001,0001 ,0025,349,4,8,63,15,83,63,42
08,Paraná,001,0001 ,0026,350,8,2,63,17,77,75,30
08,Paraná,001,0001 ,0027,350,4,5,54,14,89,76,43
08,Paraná,001,0001 ,0028,350,4,4,64,15,102,71,30
08,Paraná,001,0001 ,0029,350,4,2,44,10,97,64,35
08,Paraná,001,0001 ,0030,349,4,5,52,18,90,70,46
08,Paraná,001,0001 ,0031,350,0,5,76,10,59,94,47
08,Paraná,001,0001 ,0032,350,5,2,68,9,98,59,53
08,Paraná,001,0001 ,0033,349,4,6,66,12,68,70,39
08,Paraná,001,0001 ,0034,350,5,1,55,7,83,64,51
08,Paraná,001,0001 ,0035,350,2,4,59,12,95,43,57
