codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0002,0022,0030,0048,0197,0198,0199,0200,0201,0252
11,Atreuco                                 ,001,0001 ,0001,229,0,0,74,1,0,0,90,0,1,1,0,6
11,Atreuco                                 ,001,0001 ,0002,229,0,0,79,0,0,2,87,0,0,1,0,0
11,Atreuco                                 ,001,0001 ,0003,228,15,4,99,0,0,0,81,0,0,1,0,1
11,Atreuco                                 ,001,0001 ,0443,253,20,2,70,0,2,1,124,0,0,1,0,5
11,Atreuco                                 ,001,0001 ,0444,253,0,0,86,0,0,2,111,0,1,0,0,4
11,Atreuco                                 ,001,0001 ,0445,253,18,0,121,0,0,1,84,0,1,0,0,0
11,Atreuco                                 ,001,0002 ,0004,288,13,8,113,0,1,2,104,0,0,1,0,8
11,Atreuco                                 ,001,0002 ,0005,287,21,4,131,0,1,0,91,0,0,0,0,3
11,Atreuco                                 ,001,0002 ,0006,287,28,6,118,0,0,0,91,0,0,0,0,9
11,Atreuco                                 ,001,0002 ,0007,287,38,0,111,0,1,0,109,0,0,0,0,4
11,Atreuco                                 ,001,0002 ,0008,287,24,2,98,0,2,0,109,1,0,0,1,7
11,Atreuco                                 ,001,0002 ,0009,287,23,0,120,0,0,0,97,0,0,0,0,8
11,Atreuco                                 ,001,0002 ,0010,287,26,0,95,0,0,0,126,1,0,0,0,4
11,Atreuco                                 ,001,0002 ,0446,291,27,0,112,0,1,1,99,0,0,1,0,2
11,Atreuco                                 ,001,0002 ,0447,291,27,0,137,0,0,0,92,1,0,0,0,4
11,Atreuco                                 ,001,0002 ,0448,290,26,0,111,1,1,0,107,1,0,0,0,9
11,Atreuco                                 ,001,0002 ,0449,290,39,0,115,0,1,3,93,0,0,1,0,8
11,Atreuco                                 ,001,0002 ,0450,290,20,1,96,0,3,1,128,0,0,0,0,0
11,Atreuco                                 ,001,0002 ,0451,290,31,0,100,1,0,2,102,0,0,0,0,7
11,Atreuco                                 ,001,0002 ,0452,290,17,0,103,0,3,1,107,0,0,0,1,12
11,Atreuco                                 ,001,0003 ,0011,243,20,3,85,0,1,0,96,0,0,0,0,6
11,Atreuco                                 ,001,0003 ,0012,243,10,3,97,0,0,0,95,0,0,0,0,5
11,Atreuco                                 ,001,0003 ,0013,243,16,4,85,0,0,0,108,0,0,0,0,2
11,Atreuco                                 ,001,0003 ,0014,242,15,0,90,0,0,0,108,0,0,0,0,5
11,Atreuco                                 ,001,0003 ,0453,254,18,0,84,0,0,1,121,0,0,1,0,4
11,Atreuco                                 ,001,0003 ,0454,253,27,2,85,0,1,0,95,2,0,1,0,0
11,Atreuco                                 ,001,0003 ,0455,253,19,3,92,0,2,1,112,0,0,0,0,2
11,Atreuco                                 ,001,0003 ,0456,253,21,0,84,0,2,0,105,0,0,1,0,4
11,Atreuco                                 ,001,0004 ,0015,154,18,0,73,0,0,0,47,0,1,0,0,0
11,Atreuco                                 ,001,0004 ,0016,153,17,0,66,0,0,0,37,1,1,0,0,3
11,Atreuco                                 ,001,0004 ,0457,159,12,0,86,0,0,1,34,0,0,0,0,4
11,Atreuco                                 ,001,0004 ,0458,159,11,0,80,1,0,0,42,0,0,1,0,3
11,Atreuco                                 ,001,0005 ,0017,177,29,7,39,0,0,3,59,0,1,0,0,11
11,Atreuco                                 ,001,0005 ,0459,231,20,10,42,0,1,2,100,2,1,0,0,8
11,Capital                                 ,002,0006 ,0018,246,24,1,103,5,0,0,70,0,0,4,3,0
11,Capital                                 ,002,0006 ,0019,246,44,7,73,2,2,1,71,0,0,0,3,7
11,Capital                                 ,002,0006 ,0020,245,23,4,103,2,1,0,75,3,0,1,1,4
11,Capital                                 ,002,0006 ,0460,282,25,6,109,0,2,1,81,1,0,2,4,9
11,Capital                                 ,002,0006 ,0461,282,32,2,87,0,2,3,83,0,1,4,6,10
11,Capital                                 ,002,0006 ,0462,282,28,6,102,4,3,1,78,1,1,3,3,3
11,Capital                                 ,002,0009 ,0021,300,0,0,105,2,0,0,62,1,2,3,4,14
11,Capital                                 ,002,0009 ,0022,300,0,0,100,5,3,4,64,0,2,2,8,20
11,Capital                                 ,002,0009 ,0023,300,37,4,81,5,3,2,68,1,1,2,8,11
11,Capital                                 ,002,0009 ,0024,300,25,7,102,4,2,1,66,0,2,0,3,19
11,Capital                                 ,002,0009 ,0025,300,27,7,113,5,2,2,61,1,4,1,5,14
11,Capital                                 ,002,0009 ,0026,300,38,6,101,6,4,3,60,1,2,1,3,13
11,Capital                                 ,002,0009 ,0027,300,44,1,84,2,3,3,70,0,0,0,3,17
11,Capital                                 ,002,0009 ,0028,300,36,12,72,3,2,4,76,1,2,2,2,11
11,Capital                                 ,002,0009 ,0029,300,10,11,90,3,1,2,93,0,2,3,4,16
11,Capital                                 ,002,0009 ,0030,300,30,7,100,2,0,5,57,0,1,1,4,17
11,Capital                                 ,002,0009 ,0031,300,42,7,81,5,2,2,70,0,0,3,8,15
11,Capital                                 ,002,0009 ,0032,300,2,0,93,5,4,3,56,1,1,0,7,9
11,Capital                                 ,002,0009 ,0033,300,38,11,83,9,6,1,72,0,0,0,6,16
11,Capital                                 ,002,0009 ,0034,300,38,0,100,5,2,8,55,0,2,2,6,10
11,Capital                                 ,002,0009 ,0035,300,22,3,68,11,2,2,91,1,2,3,4,26
11,Capital                                 ,002,0009 ,0036,300,35,3,106,5,2,5,67,1,2,1,3,17
11,Capital                                 ,002,0009 ,0037,300,31,10,94,7,0,1,75,0,0,1,3,11
11,Capital                                 ,002,0009 ,0038,300,34,3,92,2,4,5,71,0,2,1,4,19
11,Capital                                 ,002,0009 ,0039,300,36,4,84,6,2,2,59,0,5,4,2,14
11,Capital                                 ,002,0009 ,0040,300,39,2,86,6,2,3,75,2,4,0,5,16
11,Capital                                 ,002,0009 ,0041,299,33,4,115,8,1,2,52,1,7,3,5,8
11,Capital                                 ,002,0009 ,0042,299,24,0,103,5,0,3,75,0,0,3,7,19
11,Capital                                 ,002,0009 ,0043,299,34,5,82,5,1,3,77,1,2,1,8,20
11,Capital                                 ,002,0009 ,0044,299,43,7,104,6,2,2,54,0,3,0,4,8
11,Capital                                 ,002,0009 ,0045,299,37,6,97,5,0,1,67,0,2,2,1,15
11,Capital                                 ,002,0009 ,0046,299,30,11,88,4,2,0,56,0,1,2,4,15
11,Capital                                 ,002,0009 ,0047,299,0,0,110,3,0,2,62,0,2,1,7,19
11,Capital                                 ,002,0009 ,0048,299,27,7,87,3,1,1,79,2,2,1,4,18
11,Capital                                 ,002,0009 ,0049,299,1,1,99,7,4,1,63,0,1,5,4,13
11,Capital                                 ,002,0009 ,0050,299,28,0,92,3,2,2,86,0,2,3,4,20
11,Capital                                 ,002,0009 ,0051,299,27,17,97,6,1,1,62,1,5,1,5,17
11,Capital                                 ,002,0009 ,0052,299,52,0,87,5,1,3,67,0,2,3,3,12
11,Capital                                 ,002,0009 ,0053,299,40,4,114,3,2,2,53,0,2,2,4,19
11,Capital                                 ,002,0009 ,0054,299,30,8,76,6,0,1,78,0,4,2,5,22
11,Capital                                 ,002,0009 ,0055,299,0,0,109,6,3,2,70,1,2,1,3,18
11,Capital                                 ,002,0009 ,0056,299,0,0,107,1,3,1,64,1,1,1,4,10
11,Capital                                 ,002,0009 ,0057,299,0,1,97,8,2,4,65,1,3,1,6,14
11,Capital                                 ,002,0009 ,0058,299,42,4,102,4,2,1,63,3,0,3,2,21
11,Capital                                 ,002,0009 ,0059,299,45,15,97,3,2,2,64,1,2,1,4,16
11,Capital                                 ,002,0009 ,0060,299,36,3,104,4,0,1,70,0,2,0,5,15
11,Capital                                 ,002,0009 ,0061,299,35,5,111,2,2,5,56,3,5,2,6,13
11,Capital                                 ,002,0009 ,0062,299,24,10,94,2,2,1,62,0,1,1,0,20
11,Capital                                 ,002,0009 ,0063,299,24,2,96,5,1,8,59,1,4,1,9,12
11,Capital                                 ,002,0009 ,0064,299,27,12,80,5,1,0,79,1,3,2,3,20
11,Capital                                 ,002,0009 ,0065,299,26,2,94,3,3,5,71,0,0,2,5,13
11,Capital                                 ,002,0009 ,0066,299,0,0,79,6,3,3,56,0,2,4,6,28
11,Capital                                 ,002,0009 ,0067,299,56,3,94,5,0,3,67,1,1,0,1,14
11,Capital                                 ,002,0009 ,0068,299,25,2,103,3,1,3,61,1,2,2,9,21
11,Capital                                 ,002,0009 ,0069,299,37,6,103,5,2,1,73,1,2,0,5,13
11,Capital                                 ,002,0009 ,0070,299,32,10,101,3,5,1,61,0,4,4,2,16
11,Capital                                 ,002,0009 ,0071,299,43,7,99,3,2,3,65,1,0,1,4,7
11,Capital                                 ,002,0009 ,0072,299,34,4,94,5,1,3,75,0,0,2,3,20
11,Capital                                 ,002,0009 ,0073,299,35,5,81,5,0,1,80,0,4,6,2,17
11,Capital                                 ,002,0009 ,0074,299,37,11,102,5,2,4,52,1,5,2,5,12
11,Capital                                 ,002,0009 ,0075,299,0,0,94,7,2,5,53,0,2,3,4,10
11,Capital                                 ,002,0009 ,0076,299,42,5,99,4,2,4,66,1,2,1,1,9
11,Capital                                 ,002,0009 ,0077,299,42,2,93,8,3,0,68,2,0,1,3,16
11,Capital                                 ,002,0009 ,0078,299,40,4,108,5,2,2,60,0,2,4,6,13
11,Capital                                 ,002,0009 ,0079,299,38,9,92,2,1,2,70,0,1,1,4,11
11,Capital                                 ,002,0009 ,0080,299,34,9,84,5,0,1,64,0,2,0,5,19
11,Capital                                 ,002,0009 ,0463,298,35,4,93,4,5,3,62,0,4,2,5,13
11,Capital                                 ,002,0009 ,0464,298,32,2,85,3,4,4,64,1,2,5,3,10
11,Capital                                 ,002,0009 ,0465,298,20,4,95,4,4,10,71,1,4,2,5,11
11,Capital                                 ,002,0009 ,0466,298,32,3,89,3,4,0,61,1,5,0,3,19
11,Capital                                 ,002,0009 ,0467,298,16,0,98,22,7,1,62,1,2,1,4,16
11,Capital                                 ,002,0009 ,0468,298,26,6,88,4,8,3,72,1,2,0,6,24
11,Capital                                 ,002,0009 ,0469,298,37,5,80,2,2,3,80,0,1,1,5,29
11,Capital                                 ,002,0009 ,0470,298,38,5,89,4,0,1,63,3,4,3,4,9
11,Capital                                 ,002,0009 ,0471,298,22,0,100,14,1,3,60,1,0,4,3,15
11,Capital                                 ,002,0009 ,0472,298,42,7,86,4,1,2,59,1,2,2,5,16
11,Capital                                 ,002,0009 ,0473,298,41,0,95,4,3,3,66,0,2,3,2,15
11,Capital                                 ,002,0009 ,0474,298,34,1,93,1,6,3,60,0,0,4,8,15
11,Capital                                 ,002,0009 ,0475,298,34,6,77,1,3,3,63,0,5,3,4,17
11,Capital                                 ,002,0009 ,0476,298,27,0,76,1,1,3,78,0,0,2,7,30
11,Capital                                 ,002,0009 ,0477,298,14,4,99,6,2,2,61,1,2,1,1,13
11,Capital                                 ,002,0009 ,0478,298,31,5,92,0,2,1,73,0,3,1,6,11
11,Capital                                 ,002,0009 ,0479,298,29,5,88,3,7,2,68,0,1,4,3,15
11,Capital                                 ,002,0009 ,0480,298,22,7,61,8,1,6,81,0,5,0,2,12
11,Capital                                 ,002,0009 ,0481,298,48,6,81,0,3,5,47,1,3,5,6,14
11,Capital                                 ,002,0009 ,0482,298,34,2,91,7,0,4,46,1,0,0,6,19
11,Capital                                 ,002,0009 ,0483,298,32,2,88,4,1,1,75,2,3,2,7,12
11,Capital                                 ,002,0009 ,0484,298,31,4,95,3,6,5,66,0,3,0,6,11
11,Capital                                 ,002,0009 ,0485,298,29,2,101,5,0,2,62,0,4,4,7,14
11,Capital                                 ,002,0009 ,0486,298,36,5,108,2,5,0,66,0,0,1,7,11
11,Capital                                 ,002,0009 ,0487,298,3,3,82,3,0,1,83,1,2,1,3,18
11,Capital                                 ,002,0009 ,0488,298,37,6,88,3,4,2,57,0,3,7,4,11
11,Capital                                 ,002,0009 ,0489,298,31,7,104,3,2,4,64,3,2,2,3,20
11,Capital                                 ,002,0009 ,0490,298,32,0,100,3,3,0,61,0,2,4,14,11
11,Capital                                 ,002,0009 ,0491,298,35,8,83,2,2,3,69,0,1,2,6,18
