codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0001,0037,0050,0057,0101,0174,0175,0176,0177,0178,0297
19,Capital                                 ,001,0002 ,0001,870,123,0,14,0,12,0,94,18,54,32,8,8,352
19,Capital                                 ,001,0002 ,0002,870,72,2,12,4,6,4,118,26,40,24,2,2,322
19,Capital                                 ,001,0002 ,0003,870,0,0,12,2,14,0,130,24,54,20,4,12,296
19,Capital                                 ,001,0002 ,0004,870,72,15,20,0,14,2,176,22,52,24,6,2,322
19,Capital                                 ,001,0002 ,0005,870,147,3,12,0,10,0,112,18,34,24,6,12,300
19,Capital                                 ,001,0002 ,0006,870,20,9,12,0,12,4,120,24,50,36,8,16,292
19,Capital                                 ,001,0002 ,0007,618,61,15,6,0,8,2,62,22,26,24,0,6,250
19,Capital                                 ,001,0002 ,0008,240,3,3,1,0,2,0,33,3,11,6,1,2,98
19,Capital                                 ,001,0003 ,0001,870,0,0,20,0,4,0,86,2,18,12,6,18,518
19,Capital                                 ,001,0003 ,0002,637,19,20,4,0,6,2,60,8,24,8,2,10,468
19,Capital                                 ,001,0003 ,0003,435,4,12,11,0,13,0,34,0,12,5,4,2,227
19,Capital                                 ,001,0003 ,0004,348,0,0,7,0,4,0,35,0,10,0,2,2,172
19,Capital                                 ,001,0004 ,0001,705,3,4,2,2,2,0,96,6,30,6,2,12,328
19,Capital                                 ,001,0004 ,0002,552,2,6,4,0,14,4,42,12,12,8,8,8,270
19,Capital                                 ,001,0004A,0001,522,4,4,4,0,0,4,110,18,38,6,4,2,212
19,Capital                                 ,001,0004A,0002,522,23,1,8,4,2,0,108,14,34,6,2,2,200
19,Capital                                 ,001,0005 ,0001,23,0,0,0,0,0,0,1,0,0,0,0,0,5
19,Capital                                 ,001,0006 ,0001,621,10,5,2,2,0,2,44,12,14,6,2,4,384
19,Capital                                 ,001,0007 ,0001,85,2,0,0,0,2,0,6,1,0,0,0,1,44
19,Capital                                 ,001,0008 ,0001,61,0,0,0,0,1,1,1,1,2,0,1,0,29
19,Capital                                 ,001,0009 ,0001,715,0,0,2,2,0,0,22,6,18,4,6,8,326
19,Capital                                 ,001,0009 ,0002,435,0,0,2,0,1,1,6,4,8,2,0,1,111
19,Capital                                 ,001,0009 ,0003,435,0,0,0,0,1,0,8,4,8,1,0,0,139
19,Capital                                 ,001,0009 ,0004,136,0,0,0,0,1,1,3,4,0,0,0,2,28
19,Capital                                 ,001,0010 ,0001,572,34,2,50,4,0,0,16,2,18,2,42,58,340
19,Capital                                 ,001,0010 ,0002,230,0,0,13,0,2,0,0,6,9,0,8,22,65
19,Capital                                 ,001,0011 ,0001,77,0,0,4,0,1,2,6,0,14,1,1,0,22
19,Capital                                 ,001,0012 ,0001,370,0,0,5,1,0,0,18,1,5,0,1,3,200
19,Capital                                 ,001,0013 ,0001,199,1,0,0,0,0,0,8,0,6,0,0,0,114
19,Capital                                 ,001,0014 ,0001,44,0,0,0,0,0,0,2,2,3,0,0,0,15
19,Capital                                 ,001,0015 ,0001,294,4,0,3,1,3,0,25,8,5,4,1,3,141
19,Capital                                 ,001,1001 ,0001,870,33,6,22,0,10,4,104,38,30,8,10,12,442
19,Capital                                 ,001,1001 ,0002,870,6,10,8,2,10,4,154,32,30,8,6,12,340
19,Capital                                 ,001,1001 ,0003,870,30,6,16,0,14,4,134,38,24,8,4,6,390
19,Capital                                 ,001,1001 ,0004,870,38,16,10,0,12,0,136,42,22,10,10,8,348
19,Capital                                 ,001,1001 ,0005,870,33,13,14,2,20,0,144,28,32,6,8,4,374
19,Capital                                 ,001,1001 ,0006,870,10,18,8,0,10,14,112,68,32,12,14,6,418
19,Capital                                 ,001,1001 ,0007,870,0,7,16,0,8,2,120,36,18,10,10,8,398
19,Capital                                 ,001,1001 ,0008,870,4,6,16,0,2,12,122,40,28,10,16,10,392
19,Capital                                 ,001,1001 ,0009,870,25,11,20,0,22,10,140,32,30,12,10,12,392
19,Capital                                 ,001,1001 ,0010,657,44,15,2,0,2,2,120,26,16,8,8,8,422
19,Capital                                 ,001,1001 ,0011,435,9,8,5,0,8,1,48,23,10,2,3,3,208
19,Capital                                 ,001,1001 ,0012,435,1,2,9,0,5,2,64,10,14,6,3,1,196
19,Capital                                 ,001,1001 ,0013,435,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Capital                                 ,001,1001 ,0014,435,0,0,4,1,6,0,74,8,10,4,6,3,210
19,Capital                                 ,001,1001 ,0015,306,22,3,3,0,1,0,50,6,7,4,3,3,150
19,Capital                                 ,001,1002 ,0001,870,40,11,22,0,18,2,144,24,28,12,12,8,362
19,Capital                                 ,001,1002 ,0002,870,138,0,16,0,12,4,166,26,40,14,10,10,340
19,Capital                                 ,001,1002 ,0003,870,42,10,26,0,10,2,128,52,24,14,10,10,362
19,Capital                                 ,001,1002 ,0004,697,32,6,10,0,16,6,110,60,40,6,18,12,272
19,Capital                                 ,001,1002 ,0005,437,5,0,8,0,8,2,110,28,30,4,8,6,192
19,Capital                                 ,001,1003 ,0001,870,9,0,8,0,14,6,122,56,48,10,6,24,336
19,Capital                                 ,001,1003 ,0002,870,24,18,18,0,10,4,140,46,50,14,12,18,334
19,Capital                                 ,001,1003 ,0003,870,49,14,16,2,8,4,152,50,24,16,8,12,304
19,Capital                                 ,001,1003 ,0004,870,42,13,12,0,10,6,152,40,52,10,6,6,364
19,Capital                                 ,001,1003 ,0005,870,42,8,14,0,8,0,124,52,58,24,18,14,300
19,Capital                                 ,001,1003 ,0006,788,47,17,20,0,4,8,104,54,22,8,6,14,316
19,Capital                                 ,001,1004 ,0001,870,1,5,10,12,6,4,108,32,26,10,4,10,420
19,Capital                                 ,001,1004 ,0002,870,6,6,10,0,4,2,116,56,36,10,24,12,394
19,Capital                                 ,001,1004 ,0003,870,27,15,8,0,6,4,106,36,26,12,4,4,438
19,Capital                                 ,001,1004 ,0004,870,9,14,12,0,6,4,112,22,24,8,8,14,410
19,Capital                                 ,001,1004 ,0005,870,5,10,10,2,4,8,122,26,24,14,6,8,438
19,Capital                                 ,001,1004 ,0006,870,31,35,14,0,8,6,104,24,16,10,10,2,440
19,Capital                                 ,001,1004 ,0007,518,4,1,4,4,4,0,94,34,22,4,4,8,302
19,Capital                                 ,001,1005 ,0001,870,41,2,10,0,6,4,156,50,34,22,4,12,318
19,Capital                                 ,001,1005 ,0002,870,74,9,8,0,10,6,144,50,46,12,12,4,358
19,Capital                                 ,001,1005 ,0003,870,36,13,16,0,14,4,136,42,38,8,6,8,364
19,Capital                                 ,001,1005 ,0004,870,3,8,10,0,16,2,140,42,36,2,8,8,330
19,Capital                                 ,001,1005 ,0005,870,48,0,12,0,10,10,152,46,42,14,20,14,338
19,Capital                                 ,001,1005 ,0006,870,7,3,16,0,16,6,124,50,32,16,16,14,330
19,Capital                                 ,001,1005 ,0007,501,36,12,10,0,6,4,86,34,22,16,14,8,182
19,Capital                                 ,001,1005 ,0008,503,108,6,14,0,8,2,88,32,14,8,2,10,192
19,Capital                                 ,001,1006 ,0001,870,7,17,12,0,6,4,156,50,48,12,12,8,272
19,Capital                                 ,001,1006 ,0002,870,42,16,14,0,14,0,176,56,44,12,18,4,258
19,Capital                                 ,001,1006 ,0003,870,6,40,10,0,8,4,164,58,38,16,14,14,294
19,Capital                                 ,001,1006 ,0004,870,72,0,10,2,12,8,168,44,38,18,8,6,326
19,Capital                                 ,001,1006 ,0005,870,0,0,10,0,6,10,162,46,46,16,4,10,260
19,Capital                                 ,001,1006 ,0006,870,2,13,8,0,14,2,162,44,36,18,4,8,312
19,Capital                                 ,001,1006 ,0007,479,20,0,12,0,8,4,124,32,40,8,4,8,210
19,Capital                                 ,001,1007 ,0001,870,0,7,14,0,14,4,146,48,38,10,10,14,334
19,Capital                                 ,001,1007 ,0002,870,26,9,16,0,12,4,142,46,30,28,8,18,306
19,Capital                                 ,001,1007 ,0003,870,2,3,10,0,12,8,134,46,26,8,10,18,336
19,Capital                                 ,001,1007 ,0004,870,4,3,14,0,10,6,138,64,28,6,18,18,324
19,Capital                                 ,001,1007 ,0005,870,53,3,8,0,4,6,126,68,30,14,12,14,346
19,Capital                                 ,001,1007 ,0006,870,6,4,18,0,12,0,166,42,30,16,10,8,324
19,Capital                                 ,001,1007 ,0007,870,89,3,10,0,14,2,136,68,30,20,6,16,308
19,Capital                                 ,001,1007 ,0008,424,19,1,2,0,8,14,64,34,16,4,6,8,172
19,Capital                                 ,001,1008 ,0001,870,7,19,8,0,10,0,142,62,28,12,20,18,320
19,Capital                                 ,001,1008 ,0002,870,39,10,22,0,10,22,132,70,24,16,14,8,298
19,Capital                                 ,001,1008 ,0003,870,0,4,14,0,6,2,120,58,34,18,10,8,374
19,Capital                                 ,001,1008 ,0004,870,90,21,14,0,6,4,166,54,30,20,20,30,320
19,Capital                                 ,001,1008 ,0005,870,14,9,22,0,14,6,138,58,24,10,20,8,354
19,Capital                                 ,001,1008 ,0006,870,6,5,14,0,8,4,122,62,28,32,6,8,330
19,Capital                                 ,001,1008 ,0007,555,11,1,10,0,4,2,106,34,32,8,10,10,332
