codprov,coddepto,depto,circuito,mesa,electores,blancos,nulos,00037,00050,00087,00071
08,001,Paraná,00001,000001,346,14,0,116,124,12,10
08,001,Paraná,00001,000010,355,16,1,63,176,23,19
08,001,Paraná,00001,000011,350,16,4,82,152,26,8
08,001,Paraná,00001,000012,348,16,2,85,135,24,15
08,001,Paraná,00001,000013,350,20,0,78,122,24,21
08,001,Paraná,00001,000014,349,16,1,78,149,20,10
08,001,Paraná,00001,000015,350,10,2,118,114,21,13
08,001,Paraná,00001,000016,352,14,1,84,144,22,12
08,001,Paraná,00001,000017,349,19,3,111,113,9,19
08,001,Paraná,00001,000018,350,13,2,64,152,22,13
08,001,Paraná,00001,000019,350,18,1,73,155,18,13
08,001,Paraná,00001,000002,347,15,7,66,148,29,13
08,001,Paraná,00001,000020,348,11,0,94,132,24,9
08,001,Paraná,00001,000021,349,13,2,65,161,22,8
08,001,Paraná,00001,000022,349,12,4,60,160,20,11
08,001,Paraná,00001,000023,347,10,2,121,109,17,9
08,001,Paraná,00001,000024,350,12,2,89,153,14,8
08,001,Paraná,00001,000025,349,12,6,94,122,24,17
08,001,Paraná,00001,000026,349,8,1,79,143,17,14
08,001,Paraná,00001,000027,347,19,5,78,142,18,14
08,001,Paraná,00001,000028,352,20,4,78,139,18,13
08,001,Paraná,00001,000029,350,23,0,102,128,18,6
08,001,Paraná,00001,000003,349,15,3,81,144,27,8
08,001,Paraná,00001,000030,347,17,1,112,133,14,10
08,001,Paraná,00001,000031,348,12,1,64,176,17,14
08,001,Paraná,00001,000032,347,10,6,63,188,10,15
08,001,Paraná,00001,000033,346,14,2,98,145,17,7
08,001,Paraná,00001,000034,348,13,2,65,163,17,9
08,001,Paraná,00001,000035,350,15,4,85,127,25,15
08,001,Paraná,00001,000036,349,5,0,76,154,17,13
08,001,Paraná,00001,000037,204,8,1,40,83,18,8
08,001,Paraná,00001,000004,348,18,3,86,148,23,12
08,001,Paraná,00001,000005,349,8,2,74,172,14,13
08,001,Paraná,00001,000006,350,14,3,80,153,33,13
08,001,Paraná,00001,000007,348,23,0,81,170,18,6
08,001,Paraná,00001,000008,349,20,3,87,145,22,11
08,001,Paraná,00001,000009,349,16,0,88,141,18,17
08,001,Paraná,00002,000038,348,13,1,73,149,27,19
08,001,Paraná,00002,000039,348,8,0,59,180,22,13
08,001,Paraná,00002,000040,350,14,1,79,141,15,20
08,001,Paraná,00002,000041,350,8,0,66,152,23,14
08,001,Paraná,00002,000042,351,12,0,45,188,28,11
08,001,Paraná,00002,000043,348,14,5,65,158,25,9
08,001,Paraná,00002,000044,350,10,2,49,176,36,14
08,001,Paraná,00002,000045,347,7,0,56,171,26,14
08,001,Paraná,00002,000046,350,5,0,73,162,24,12
08,001,Paraná,00002,000047,350,15,2,80,158,16,8
08,001,Paraná,00002,000048,350,15,2,62,154,25,16
08,001,Paraná,00002,000049,350,11,1,51,166,31,15
08,001,Paraná,00002,000050,349,19,0,63,149,32,14
08,001,Paraná,00002,000051,352,12,1,60,177,20,17
08,001,Paraná,00002,000052,349,7,1,52,170,23,20
08,001,Paraná,00002,000053,349,20,1,67,153,30,11
08,001,Paraná,00002,000054,350,16,2,77,163,17,11
08,001,Paraná,00002,000055,350,21,1,59,168,28,15
08,001,Paraná,00002,000056,350,12,1,66,177,16,11
08,001,Paraná,00002,000057,350,13,1,53,172,25,11
08,001,Paraná,00002,000058,349,16,2,61,168,21,17
08,001,Paraná,00002,000059,348,11,4,48,185,21,19
08,001,Paraná,00002,000060,354,13,7,62,158,24,26
08,001,Paraná,00002,000061,349,17,3,65,153,26,10
08,001,Paraná,00002,000062,349,9,0,51,187,18,13
08,001,Paraná,00002,000063,349,13,4,56,164,19,14
08,001,Paraná,00002,000064,347,14,5,62,162,22,13
08,001,Paraná,00002,000065,350,19,1,69,152,15,12
08,001,Paraná,00002,000066,347,18,1,45,187,19,17
08,001,Paraná,00002,000067,334,19,0,51,154,20,20
08,001,Paraná,00003,000068,346,22,0,101,117,25,8
08,001,Paraná,00003,000069,350,1,1,104,142,17,15
08,001,Paraná,00003,000070,350,19,2,103,122,21,9
08,001,Paraná,00003,000071,348,11,2,90,132,16,19
08,001,Paraná,00003,000072,347,11,0,90,147,19,17
08,001,Paraná,00003,000073,350,17,2,81,133,15,16
08,001,Paraná,00003,000074,349,7,3,67,156,21,10
08,001,Paraná,00003,000075,348,19,1,96,128,19,17
08,001,Paraná,00003,000076,348,16,2,86,139,22,10
08,001,Paraná,00003,000077,348,14,3,84,142,23,7
08,001,Paraná,00003,000078,349,15,1,92,130,20,14
08,001,Paraná,00003,000079,352,16,2,86,142,17,12
08,001,Paraná,00003,000080,349,15,10,95,142,19,6
08,001,Paraná,00003,000081,349,19,2,99,117,18,9
08,001,Paraná,00003,000082,348,18,1,98,137,25,11
08,001,Paraná,00003,000083,347,24,1,98,128,19,17
08,001,Paraná,00003,000084,347,16,1,88,158,13,10
08,001,Paraná,00003,000085,350,16,2,84,119,26,15
08,001,Paraná,00003,000086,350,12,0,102,127,19,15
08,001,Paraná,00003,000087,349,25,2,87,127,23,8
08,001,Paraná,00003,000088,349,21,3,77,152,33,10
08,001,Paraná,00003,000089,348,17,3,106,109,25,14
08,001,Paraná,00003,000090,348,12,2,76,151,21,12
08,001,Paraná,00004,000100,347,17,1,45,186,16,8
08,001,Paraná,00004,000101,350,8,0,51,171,30,15
08,001,Paraná,00004,000102,350,13,3,74,157,24,14
08,001,Paraná,00004,000103,349,14,1,62,165,21,12
08,001,Paraná,00004,000104,350,19,1,67,166,20,5
08,001,Paraná,00004,000105,350,18,2,66,154,31,8
08,001,Paraná,00004,000106,346,20,1,57,173,20,4
08,001,Paraná,00004,000107,349,10,1,47,181,17,21
08,001,Paraná,00004,000108,348,33,1,71,148,16,14
08,001,Paraná,00004,000109,345,17,3,66,157,24,8
08,001,Paraná,00004,000110,350,13,0,60,162,20,13
08,001,Paraná,00004,000111,346,12,2,84,165,12,8
08,001,Paraná,00004,000112,363,8,2,66,190,21,8
08,001,Paraná,00004,000113,349,18,2,66,180,13,7
08,001,Paraná,00004,000114,349,13,0,67,185,17,11
08,001,Paraná,00004,000115,348,8,1,67,179,15,11
08,001,Paraná,00004,000116,349,15,2,76,150,14,19
08,001,Paraná,00004,000117,348,14,4,59,184,14,12
08,001,Paraná,00004,000118,350,7,2,59,178,18,14
08,001,Paraná,00004,000119,346,13,1,60,181,23,11
08,001,Paraná,00004,000120,347,6,3,67,173,21,9
08,001,Paraná,00004,000121,348,17,3,57,166,18,14
08,001,Paraná,00004,000122,349,17,1,65,159,18,16
08,001,Paraná,00004,000123,245,5,1,36,124,9,12
08,001,Paraná,00004,000091,350,17,1,75,165,18,15
08,001,Paraná,00004,000092,347,4,1,66,180,20,10
08,001,Paraná,00004,000093,349,14,2,62,170,29,16
08,001,Paraná,00004,000094,347,10,1,90,149,15,14
08,001,Paraná,00004,000095,350,11,2,38,201,17,13
08,001,Paraná,00004,000096,349,20,0,78,167,18,12
08,001,Paraná,00004,000097,350,16,1,70,172,26,6
08,001,Paraná,00004,000098,348,13,1,78,159,18,14
08,001,Paraná,00004,000099,346,9,2,49,191,14,12
08,001,Paraná,00005,000124,348,18,1,115,125,20,10
08,001,Paraná,00005,000125,349,20,13,92,121,14,7
08,001,Paraná,00005,000126,348,7,5,121,123,23,14
08,001,Paraná,00005,000127,349,18,3,123,115,23,6
08,001,Paraná,00005,000128,349,13,2,129,98,28,10
08,001,Paraná,00005,000129,349,29,0,93,118,25,15
08,001,Paraná,00005,000130,348,14,3,132,112,19,9
08,001,Paraná,00005,000131,354,16,0,109,137,20,10
08,001,Paraná,00005,000132,349,26,6,116,127,14,11
08,001,Paraná,00005,000133,350,19,4,98,120,18,17
08,001,Paraná,00005,000134,350,27,5,100,118,24,10
08,001,Paraná,00005,000135,350,14,3,122,126,15,8
08,001,Paraná,00005,000136,348,18,5,159,64,12,6
08,001,Paraná,00005,000137,358,17,0,112,119,23,11
08,001,Paraná,00005,000138,350,14,3,118,134,18,14
08,001,Paraná,00005,000139,349,25,4,117,113,18,14
08,001,Paraná,00005,000140,350,16,3,127,100,23,15
08,001,Paraná,00005,000141,350,11,3,127,114,23,13
08,001,Paraná,00005,000142,347,22,2,132,89,22,6
08,001,Paraná,00005,000143,350,11,3,116,113,21,11
08,001,Paraná,00005,000144,350,22,4,102,122,19,10
08,001,Paraná,00005,000145,349,24,2,124,110,16,3
08,001,Paraná,00005,000146,351,8,5,124,112,22,13
08,001,Paraná,00005,000147,350,17,1,117,102,23,16
08,001,Paraná,00005,000148,349,19,0,149,84,16,9
08,001,Paraná,00005,000149,348,8,0,113,120,29,10
08,001,Paraná,00005,000150,350,8,2,95,145,28,7
08,001,Paraná,00005,000151,351,19,4,126,109,22,7
08,001,Paraná,00005,000152,350,25,4,120,97,21,12
08,001,Paraná,00005,000153,350,24,3,105,106,30,11
08,001,Paraná,00005,000154,301,15,0,83,109,10,7
08,001,Paraná,00006,000155,350,17,4,140,77,28,11
08,001,Paraná,00006,000156,349,10,3,180,62,22,8
08,001,Paraná,00006,000157,349,20,5,170,71,16,6
08,001,Paraná,00006,000158,348,7,13,161,80,17,10
08,001,Paraná,00006,000159,348,30,3,147,76,19,11
08,001,Paraná,00006,000160,350,14,2,175,66,14,11
08,001,Paraná,00006,000161,349,13,0,156,74,18,10
08,001,Paraná,00006,000162,352,20,2,194,56,10,5
08,001,Paraná,00006,000163,347,22,1,152,74,24,5
08,001,Paraná,00006,000164,350,16,4,190,59,15,4
